10288162@N07,20102405,1,1,1.0
10288162@N07,24052010,1,1,1.0
10288162@N07,abbatiale,8,1,8.0
10288162@N07,abbaye,8,1,8.0
10288162@N07,abbayededaoula,8,1,8.0
10288162@N07,arc,19,22,0.8636363636363636
10288162@N07,arcdetriomphe,15,17,0.8823529411764706
10288162@N07,avenue,1,12,0.08333333333333333
10288162@N07,bretagne,8,1,8.0
10288162@N07,brittany,8,1,8.0
10288162@N07,car,1,16,0.0625
10288162@N07,carrousel,2,8,0.25
10288162@N07,champ,4,9,0.4444444444444444
10288162@N07,champselysees,2,2,1.0
10288162@N07,champselysée,1,2,0.5
10288162@N07,champsélysée,2,3,0.6666666666666666
10288162@N07,colimaçon,2,1,2.0
10288162@N07,daoula,16,1,16.0
10288162@N07,de,31,134,0.23134328358208955
10288162@N07,du,1,27,0.037037037037037035
10288162@N07,elysees,2,2,1.0
10288162@N07,elysée,1,3,0.3333333333333333
10288162@N07,escalier,4,2,2.0
10288162@N07,escargot,2,1,2.0
10288162@N07,europe,15,43,0.3488372093023256
10288162@N07,europefrance,2,1,2.0
10288162@N07,finistère,8,1,8.0
10288162@N07,france,15,60,0.25
10288162@N07,fz18,2,1,2.0
10288162@N07,fz200,1,1,1.0
10288162@N07,fz28,11,1,11.0
10288162@N07,iledefrance,3,2,1.5
10288162@N07,illumination,2,3,0.6666666666666666
10288162@N07,l'abbaye,8,1,8.0
10288162@N07,light,2,50,0.04
10288162@N07,lumiere,1,1,1.0
10288162@N07,lumix,13,4,3.25
10288162@N07,lumixfz200,1,1,1.0
10288162@N07,lumixfz28,11,1,11.0
10288162@N07,lumière,1,2,0.5
10288162@N07,marche,4,1,4.0
10288162@N07,monument,1,63,0.015873015873015872
10288162@N07,muséedulouvre,1,2,0.5
10288162@N07,night,3,41,0.07317073170731707
10288162@N07,nuit,2,5,0.4
10288162@N07,pari,9,49,0.1836734693877551
10288162@N07,parisbynight,2,1,2.0
10288162@N07,parisien,1,4,0.25
10288162@N07,parislanuit,1,1,1.0
10288162@N07,penarbed,8,1,8.0
10288162@N07,pennarbed,8,1,8.0
10288162@N07,red,1,35,0.02857142857142857
10288162@N07,sculpture,2,68,0.029411764705882353
10288162@N07,spirale,2,1,2.0
10288162@N07,stair,4,22,0.18181818181818182
10288162@N07,statue,1,86,0.011627906976744186
10288162@N07,step,4,22,0.18181818181818182
10288162@N07,trafic,1,2,0.5
10288162@N07,triomphe,19,21,0.9047619047619048
10288162@N07,élysée,2,7,0.2857142857142857
10117222@N04,1,1,53,0.018867924528301886
10117222@N04,100,1,16,0.0625
10117222@N04,101,1,4,0.25
10117222@N04,108,1,3,0.3333333333333333
10117222@N04,214,1,1,1.0
10117222@N04,216,1,1,1.0
10117222@N04,220,1,3,0.3333333333333333
10117222@N04,221,1,2,0.5
10117222@N04,222,1,2,0.5
10117222@N04,229,1,1,1.0
10117222@N04,230,1,1,1.0
10117222@N04,231,1,2,0.5
10117222@N04,234,1,1,1.0
10117222@N04,235,1,1,1.0
10117222@N04,236,1,2,0.5
10117222@N04,240,1,1,1.0
10117222@N04,246,1,1,1.0
10117222@N04,262,1,2,0.5
10117222@N04,266,1,1,1.0
10117222@N04,27,1,15,0.06666666666666667
10117222@N04,39,1,8,0.125
10117222@N04,47,1,5,0.2
10117222@N04,54,1,4,0.25
10117222@N04,70,1,13,0.07692307692307693
10117222@N04,72,1,7,0.14285714285714285
10117222@N04,81,1,5,0.2
10117222@N04,84,1,1,1.0
10117222@N04,93,1,1,1.0
10117222@N04,94,1,4,0.25
10117222@N04,97,1,2,0.5
10117222@N04,bok,11,18,0.6111111111111112
10117222@N04,boktowergarden,4,13,0.3076923076923077
10117222@N04,cathedral,16,85,0.18823529411764706
10117222@N04,chartre,30,20,1.5
10117222@N04,garden,11,44,0.25
10117222@N04,japaneselantern,1,1,1.0
10117222@N04,picture,15,37,0.40540540540540543
10117222@N04,snake,1,6,0.16666666666666666
10117222@N04,swan,2,4,0.5
10117222@N04,tower,11,103,0.10679611650485436
10261566@N02,45,1,6,0.16666666666666666
10261566@N02,amphitheatre,10,6,1.6666666666666667
10261566@N02,amphitheatrum,10,4,2.5
10261566@N02,amphitheatrumflavium,2,1,2.0
10261566@N02,anfiteatro,10,4,2.5
10261566@N02,arch,2,24,0.08333333333333333
10261566@N02,arkansa,1,1,1.0
10261566@N02,art,2,48,0.041666666666666664
10261566@N02,coliseum,23,6,3.8333333333333335
10261566@N02,colosseo,10,5,2.0
10261566@N02,colosseum,36,20,1.8
10261566@N02,cross,1,20,0.05
10261566@N02,fellow,1,2,0.5
10261566@N02,flavian,10,7,1.4285714285714286
10261566@N02,flavianamphitheatre,13,3,4.333333333333333
10261566@N02,flavio,10,4,2.5
10261566@N02,flavium,10,5,2.0
