agra fort,005,1,2,0.5
agra fort,007,1,4,0.25
agra fort,008,1,4,0.25
agra fort,009,1,3,0.3333333333333333
agra fort,012,1,3,0.3333333333333333
agra fort,013,1,5,0.2
agra fort,017,1,4,0.25
agra fort,019,1,4,0.25
agra fort,020,1,4,0.25
agra fort,023,1,4,0.25
agra fort,025,1,4,0.25
agra fort,026,1,5,0.2
agra fort,029,1,3,0.3333333333333333
agra fort,030,1,4,0.25
agra fort,034,1,4,0.25
agra fort,1628,1,1,1.0
agra fort,1635,1,2,0.5
agra fort,16thcentury,15,1,15.0
agra fort,175days.no,30,2,15.0
agra fort,1983,15,2,7.5
agra fort,2,15,27,0.5555555555555556
agra fort,2.5,15,1,15.0
agra fort,20050129,15,1,15.0
agra fort,20110423_agra_fort_004,1,1,1.0
agra fort,20110423_agra_fort_005,1,1,1.0
agra fort,20110423_agra_fort_015,1,1,1.0
agra fort,20110423_agra_fort_024,1,1,1.0
agra fort,20110423_agra_fort_036,1,1,1.0
agra fort,20110423_agra_fort_037,1,1,1.0
agra fort,20110423_agra_fort_045,1,1,1.0
agra fort,20110423_agra_fort_050,1,1,1.0
agra fort,20110423_agra_fort_058,1,1,1.0
agra fort,20110423_agra_fort_074,1,1,1.0
agra fort,20110423_agra_fort_084,1,1,1.0
agra fort,20110423_agra_fort_085,1,1,1.0
agra fort,20110423_agra_fort_090,1,1,1.0
agra fort,20110423_agra_fort_094,1,1,1.0
agra fort,20110423_agra_fort_096,1,1,1.0
agra fort,2012,30,15,2.0
agra fort,accessible,4,4,1.0
agra fort,accurately,15,2,7.5
agra fort,ackbar,2,1,2.0
agra fort,acted,1,1,1.0
agra fort,activity,1,2,0.5
agra fort,aggressively,1,1,1.0
agra fort,agra,819,1,819.0
agra fort,agra',2,1,2.0
agra fort,agrablog,15,1,15.0
agra fort,agrafort,206,1,206.0
agra fort,agrajamamasjid,3,1,3.0
agra fort,akbar,15,1,15.0
agra fort,allowed,1,3,0.3333333333333333
agra fort,amar,2,1,2.0
agra fort,amarsingh,1,1,1.0
agra fort,amp,1,18,0.05555555555555555
agra fort,arche,2,8,0.25
agra fort,arched,1,2,0.5
agra fort,architecture,32,28,1.1428571428571428
agra fort,army,1,7,0.14285714285714285
agra fort,asia,15,5,3.0
agra fort,audience,2,5,0.4
agra fort,aurangzeb,24,1,24.0
agra fort,auto,2,2,1.0
agra fort,background,2,11,0.18181818181818182
agra fort,battlement,1,1,1.0
agra fort,beautiful,16,16,1.0
agra fort,belong,1,3,0.3333333333333333
agra fort,best,1,15,0.06666666666666667
agra fort,bestof,2,3,0.6666666666666666
agra fort,bhavan,1,1,1.0
agra fort,big,2,11,0.18181818181818182
agra fort,bit,2,9,0.2222222222222222
agra fort,brick,4,9,0.4444444444444444
agra fort,buddy,1,2,0.5
agra fort,building,2,27,0.07407407407407407
agra fort,built,26,24,1.0833333333333333
agra fort,bumped,1,1,1.0
agra fort,camel,1,3,0.3333333333333333
agra fort,capital,1,11,0.09090909090909091
agra fort,captive,1,2,0.5
agra fort,carved,2,9,0.2222222222222222
agra fort,carven,1,1,1.0
agra fort,ceiling,4,17,0.23529411764705882
agra fort,check,15,8,1.875
agra fort,chennai,15,1,15.0
agra fort,city,20,22,0.9090909090909091
agra fort,cityfort,15,1,15.0
agra fort,climax,1,1,1.0
agra fort,cloister,1,3,0.3333333333333333
agra fort,combine,15,3,5.0
agra fort,complexe,1,1,1.0
agra fort,construction,15,19,0.7894736842105263
agra fort,courtyard,1,9,0.1111111111111111
agra fort,culturalreligious,1,1,1.0
agra fort,cup,1,5,0.2
agra fort,day,15,26,0.5769230769230769
agra fort,death,1,9,0.1111111111111111
agra fort,decoration,1,9,0.1111111111111111
agra fort,defensive,1,3,0.3333333333333333
agra fort,definite,1,1,1.0
agra fort,delhi,22,1,22.0
agra fort,delicately,1,2,0.5
agra fort,described,15,2,7.5
agra fort,design,4,17,0.23529411764705882
agra fort,designed,1,15,0.06666666666666667
agra fort,detail,14,22,0.6363636363636364
agra fort,detailed,1,6,0.16666666666666666
agra fort,dethroned,9,1,9.0
agra fort,dhaba,2,1,2.0
agra fort,diwan,9,1,9.0
agra fort,doorway,6,12,0.5
agra fort,downstream,2,2,1.0
agra fort,emperor,2,7,0.2857142857142857
agra fort,emporor,15,1,15.0
agra fort,entrance,3,24,0.125
agra fort,equisite,1,1,1.0
agra fort,evidenced,1,1,1.0
agra fort,expressway,15,2,7.5
agra fort,exterior,2,11,0.18181818181818182
agra fort,famous,39,18,2.1666666666666665
agra fort,favorite,1,9,0.1111111111111111
agra fort,filled,1,3,0.3333333333333333
agra fort,foreground,1,9,0.1111111111111111
agra fort,fort,553,5,110.6
agra fort,fortification,1,2,0.5
agra fort,fortified,15,3,5.0
agra fort,fortrouge,13,1,13.0
agra fort,full,1,13,0.07692307692307693
agra fort,fully,4,1,4.0
agra fort,garden,5,15,0.3333333333333333
agra fort,gate,6,15,0.4
agra fort,grass,1,9,0.1111111111111111
agra fort,great,1,19,0.05263157894736842
agra fort,green,2,15,0.13333333333333333
agra fort,guard,1,6,0.16666666666666666
agra fort,guy,1,7,0.14285714285714285
agra fort,hall,3,16,0.1875
agra fort,hangin,2,1,2.0
agra fort,hard,1,9,0.1111111111111111
agra fort,height,1,8,0.125
agra fort,held,1,12,0.08333333333333333
agra fort,heritage,64,11,5.818181818181818
agra fort,hindu,15,2,7.5
agra fort,history,15,14,1.0714285714285714
agra fort,house,1,23,0.043478260869565216
agra fort,href,15,29,0.5172413793103449
agra fort,http:www,15,2,7.5
agra fort,huge,2,9,0.2222222222222222
agra fort,humayun,15,1,15.0
agra fort,imagine,1,2,0.5
agra fort,immpressive,1,1,1.0
agra fort,impressive,9,11,0.8181818181818182
agra fort,imprisoned,11,1,11.0
agra fort,india,337,3,112.33333333333333
agra fort,indian,1,6,0.16666666666666666
agra fort,inlaid,1,2,0.5
agra fort,inner,1,9,0.1111111111111111
agra fort,inside,6,22,0.2727272727272727
agra fort,interior,2,17,0.11764705882352941
agra fort,interiou,1,1,1.0
agra fort,intricate,2,3,0.6666666666666666
agra fort,islamic,15,1,15.0
agra fort,it',16,24,0.6666666666666666
agra fort,itimāduddaulahstomb,1,1,1.0
agra fort,jahan,28,1,28.0
agra fort,jahan',3,1,3.0
agra fort,jama,3,1,3.0
agra fort,jami,1,1,1.0
agra fort,jamimasjid,4,1,4.0
agra fort,jehangir,15,1,15.0
agra fort,jehangiri,3,1,3.0
agra fort,jpg,15,9,1.6666666666666667
agra fort,lahore,1,1,1.0
agra fort,lal,15,1,15.0
agra fort,lalqila,13,1,13.0
agra fort,left,16,21,0.7619047619047619
agra fort,level,1,13,0.07692307692307693
agra fort,life,9,13,0.6923076923076923
agra fort,light,2,21,0.09523809523809523
agra fort,lobby,3,3,1.0
agra fort,located,45,20,2.25
agra fort,machhi,1,1,1.0
agra fort,mahal,55,1,55.0
agra fort,main,1,17,0.058823529411764705
agra fort,major,1,14,0.07142857142857142
agra fort,man,2,19,0.10526315789473684
agra fort,map,2,10,0.2
agra fort,marble,5,14,0.35714285714285715
agra fort,masjid,4,1,4.0
agra fort,masterpiece,2,4,0.5
agra fort,meeting,1,7,0.14285714285714285
agra fort,mehtabbagh,1,1,1.0
agra fort,moat,1,3,0.3333333333333333
agra fort,monkey,1,3,0.3333333333333333
agra fort,monument,69,21,3.2857142857142856
agra fort,mosque,2,3,0.6666666666666666
agra fort,motif,1,3,0.3333333333333333
agra fort,mughal,56,1,56.0
agra fort,mughalarchitecture,15,1,15.0
agra fort,multi,1,7,0.14285714285714285
agra fort,musammanburj,4,1,4.0
agra fort,nice,1,13,0.07692307692307693
agra fort,nicely,4,1,4.0
agra fort,nofollow,15,29,0.5172413793103449
agra fort,north,15,24,0.625
agra fort,northwest,15,7,2.142857142857143
agra fort,oct,15,5,3.0
agra fort,octagonal,1,3,0.3333333333333333
agra fort,open,2,15,0.13333333333333333
agra fort,opposite,1,6,0.16666666666666666
agra fort,outer,1,8,0.125
agra fort,palace,8,12,0.6666666666666666
agra fort,personal,1,1,1.0
agra fort,photo,15,29,0.5172413793103449
agra fort,pidgeon,1,1,1.0
agra fort,popularity,15,1,15.0
agra fort,power,1,10,0.1
agra fort,pradesh,30,1,30.0
agra fort,precious,1,3,0.3333333333333333
agra fort,preferred,1,1,1.0
agra fort,preserved,2,7,0.2857142857142857
agra fort,public,6,15,0.4
agra fort,qila,15,1,15.0
agra fort,railway,2,4,0.5
agra fort,rampart,1,3,0.3333333333333333
agra fort,red,97,23,4.217391304347826
agra fort,redfortofagra,13,1,13.0
agra fort,refined,1,1,1.0
agra fort,rel,15,29,0.5172413793103449
agra fort,rest,1,9,0.1111111111111111
agra fort,restored,4,9,0.4444444444444444
agra fort,retire,1,1,1.0
agra fort,roof,1,15,0.06666666666666667
agra fort,room,1,17,0.058823529411764705
agra fort,rouge,15,3,5.0
agra fort,round,1,7,0.14285714285714285
agra fort,rule,1,6,0.16666666666666666
agra fort,sandstone,18,8,2.25
agra fort,screen,1,8,0.125
agra fort,seated,1,5,0.2
agra fort,security,1,4,0.25
agra fort,securityguard,1,1,1.0
agra fort,sell,1,3,0.3333333333333333
agra fort,sha,1,1,1.0
agra fort,shah,30,1,30.0
agra fort,shimmering,1,1,1.0
agra fort,side,1,25,0.04
agra fort,sightseeing,15,7,2.142857142857143
agra fort,signature,1,1,1.0
agra fort,singh,2,1,2.0
agra fort,sister,15,5,3.0
agra fort,site,49,25,1.96
agra fort,sitting,1,10,0.1
agra fort,son,12,15,0.8
agra fort,soup,1,1,1.0
agra fort,space,1,11,0.09090909090909091
agra fort,spend,9,3,3.0
