angel of the north,4846290217.612795,0.11368274337356966,21.626161873500703,15243.233648739379,8633.635138512109,12.313340742082602,0.573722350168074,316.0274029756207,0.06538340940436024,20.70873990234165,12.52459600094501,10519.926890747241,0.11402913970691926,21.85427013588802,20900.73871270281,10329.340222387375,19.681196791288517,0.6151057654078335,107.65611049972496,0.07058431704133333,7.650147508637296,13.52039795362006,3403.0846644431485,0.11341512237626286,21.843641054311203,16749.735531800437,8974.093055131303,16.30851224441153,0.5862452328145643,194.48697908065117,0.06703362963478793,14.643744221265797,12.916605249187295,5950.2641141985205,0.11406223649532013,21.834189747012818,20899.557186137175,10340.433878365284,19.688008222906298,0.6152849867197463,106.89622634486047,0.07074961799105342,7.702860091681283,13.499823308256412,3364.2074685773696
big ben,5055989142.52349,0.11905394032651626,19.986587549638916,13284.419745437994,8454.303425845128,12.102708833340996,0.5511966554069926,361.0233089324179,0.06713006605239948,33.90736221990157,11.080978841494401,12687.805122131389,0.11703362502031252,20.255978666067406,18450.480081203357,10452.624045936824,18.71374325836114,0.588694033951773,121.0214292359024,0.0699322740185422,12.661571846305428,11.982916441876903,4102.215521845565,0.11511239741537035,20.256167331299324,14029.077796472973,8840.73929025456,14.372297589187966,0.5560452634704467,219.45226673289332,0.06514558378266305,35.78674438972929,11.339299956365869,6707.231522423219,0.11696363089940513,20.2398129262738,18325.2182900174,10451.120293041708,18.655850021793515,0.5879928742513152,121.83173013660549,0.06973061658162899,12.650050643075716,11.955232193620082,4121.740059878218
hearst castle,3898404671.2794614,0.16294901437204903,18.79005426018163,15726.274311389021,7771.288360517844,13.563317062303378,0.5823554749938552,291.65871700351823,0.09257355510645199,38.73456370575776,11.14843721483653,7747.855296869069,0.16515175515147837,18.71364835061182,19496.11847273493,9065.565622640686,18.35358012393926,0.6047921376700107,149.0247759505812,0.09740602923714875,16.40346655711246,11.477189329984775,4102.738175205578,0.1642965883855647,18.568861755453344,15185.875191151854,7752.9620029324515,13.24976334001901,0.5717150486101207,313.7179753587633,0.09225663598635321,37.313291737576264,10.759739707207721,8621.423389611531,0.16490353885044903,18.74883469423017,19630.98259986769,9093.50069521828,18.420620103464266,0.6062744950719354,149.0885945118769,0.09746599425035317,17.059647835291504,11.537765127682148,4110.6835297962925
la madeleine,4290327794.2027025,0.1240441411903708,19.984494886207955,10028.663171409,7076.508400026833,10.441928885885696,0.5117294246258639,437.8451902117913,0.06344508438830593,117.86934823524297,10.279584069700133,9257.699695619514,0.12532397102296683,20.056837103584463,14026.659951278085,8659.503672216679,15.597346051860546,0.5495462121310204,185.11162349414448,0.06776612110046057,40.31782398616912,11.106595648543424,4004.962266994936,0.12405846973303841,20.10254310673694,10730.216661926073,7213.214949102773,11.44291344002192,0.5187277581313718,507.10755763766014,0.06335629128986252,111.76903870041083,10.548410060838773,10974.575460347267,0.12561136086230595,20.043980269209058,14034.89953350917,8657.71984654966,15.59466620544288,0.5488173869140582,185.43278061881202,0.0679448371776562,40.02983619847526,11.075140608904398,4031.079863772883
pont alexandre iii,4425681476.598662,0.14810547195027707,18.578898402237815,21128.201894232727,11537.003732487876,18.732793110972924,0.591183267773742,132.40791101438938,0.08434551141485164,48.22402800394387,11.239661523880525,2654.974641318926,0.1509377942667459,18.512981315276804,25811.72057007585,13074.01258318067,23.840746637570824,0.6200746456719148,72.44843750394543,0.08956594371884258,25.267851952553844,11.717619510458047,1257.0059868850656,0.14811006685167394,18.516465062861315,17615.36194571399,10396.059508187345,15.641568999985054,0.5713964804270244,180.77203747805478,0.08169895021353941,67.14917333143285,10.766625087662717,2739.759861784884,0.15082576184543595,18.497185884400512,25783.205077483555,13085.09034269653,23.828086039430172,0.6194814593447658,65.94469333899575,0.08944783838476032,23.26334761086275,11.687558442869875,1236.4546460244044
neues museum,2761049885.5034013,0.18951380814247965,17.799299856993812,11280.914081950432,6459.24550439074,9.204513133921484,0.5311367060008242,899.8847039108389,0.1006624950395411,100.44221227014253,9.27093852903007,31766.03684994389,0.18106270200517113,18.75493157902389,13808.300974944104,7488.642650455433,13.55668349446431,0.5378052924234076,353.9979846115605,0.09822205753335522,33.83176268872916,9.730235757213439,12523.64304078682,0.1672602603396977,19.536339159774236,11079.845337823077,6287.777379014876,10.512540366154276,0.5031275336265071,828.4734065292394,0.0844086768065106,83.85705074749697,9.435713009644093,28621.443701150765,0.18182548440386528,18.701822151480364,13739.411035841631,7451.354137700747,13.496980432187826,0.5398827574017668,375.6661695252808,0.09958767595849585,35.995814154490795,9.727713550192357,13142.624686624651
montezuma castle,5714329353.814815,0.1827760367437466,16.751854277959236,17488.902743520997,9596.535548832126,14.45284219816375,0.5825812575872211,301.1384885251384,0.10218095371449351,103.00179517852897,9.978480341546485,7241.788599195399,0.18586656402706364,16.8783663107537,23349.79485724881,11343.84996554833,22.181187623857802,0.6226613543842298,97.14530616748038,0.11087123211973829,33.427259751974184,10.641283037543225,2329.787311572967,0.1815786271755533,16.960832339437868,19137.52756652504,10084.558537870671,17.683611926252926,0.5965188319533414,174.45668233341456,0.10474116373666635,75.9253505635679,10.240705930413341,3498.5678660294907,0.1859182608989251,16.88295589294076,23401.947282488378,11350.141398270813,22.20288797327105,0.6229411748548712,97.54390919027628,0.11099863245147791,33.52434309094869,10.64949662723128,2344.3092015356615
cn tower,3826423915.4414716,0.09697931139394424,23.12181558255838,11359.61974366438,9447.380527358544,11.50779981911029,0.5110503785378883,199.61384550750796,0.04979128017457155,26.85692352752253,11.736531321862174,5113.853690123136,0.0963999625393705,23.28692045143957,15757.070472909714,11593.63648771927,18.207590802364038,0.5495220646477286,71.91151390991129,0.05326953029019055,9.127897366791382,12.671353678994105,1850.9673532652516,0.09401929840912647,23.384773942434286,12271.442766431735,10045.362388586911,14.592148861988708,0.5187634665836,128.8081386144346,0.04900390740616724,19.227942743906894,12.050025482979194,3357.5060050336183,0.09655714882013024,23.251899280814662,15947.327512401776,11742.132614028582,18.363196287908014,0.551588226196939,68.86203127604148,0.053496711169930045,8.873520867946418,12.703464895797334,1802.1969862306012
acropolis athens,5473571793.918644,0.14770093281486302,19.20760203909612,15578.070370650068,8390.209222799922,13.34697407179432,0.5775926237356951,240.08776248031464,0.08431316284227669,52.85764971389278,11.042230675730124,6692.006949206825,0.14646220925901046,19.473585261305285,22070.460363521368,10376.11822685725,20.86633313533268,0.6211004053012836,90.79028519099356,0.08936540048486256,20.38512438581515,12.017879583502326,2492.5400193091546,0.1445994474617337,19.41445775821284,17832.355103412687,9069.62344842999,16.39399079848321,0.5926123642060067,203.66902437970282,0.08442466233971162,54.636833182268035,11.481238460763592,5470.430773386624,0.1465566849915952,19.488274804854857,22077.492643268582,10366.836759917678,20.860948554433183,0.6207289239337169,90.6104570468043,0.08934031518909176,20.858794752650294,12.029039708774354,2436.3059467826356
agra fort,4392920377.036789,0.11847383548482121,20.88420663596374,17500.854512867005,9990.500495538034,14.416448070880895,0.5670313940897772,289.52549289975894,0.06711789657034688,72.04274648057607,11.861178245601222,7574.85050231839,0.11951007745520095,21.06849308290879,24297.376245115804,11991.761674043131,22.012383056823158,0.6134659423149494,93.14916904283739,0.07319215826155327,25.333977153873732,12.922961098327422,2239.336366408601,0.11748314068832955,21.16248976456354,21519.965383942006,11153.479581726575,18.801725335691902,0.5922476826712427,165.71926419268917,0.06944517853896061,64.66261386363819,12.56601277912056,3282.6255995988354,0.11939713611611832,21.08089874501514,24300.09944392755,12003.911529562743,22.02356485988931,0.6132764762097697,90.74824995952966,0.0731831952350614,25.931593552032343,12.920321592811337,2138.997323996946
