angel of the north,4846290217.612795,0.12253131793076692,0.18037279012186183,0.1998825650095017,0.23591725564250415,0.08471660151682608,0.004924070968018776,0.01278719150033853,0.004536081299539522,0.003343891341623438,0.1280836013530343,0.022904633315984586
big ben,5055989142.52349,0.11293628927263624,0.08045303055455522,0.31985590816766085,0.15724368490080926,0.05466428498841344,0.029865198641802943,0.05749134644875474,0.013850276605954946,0.02653087068483522,0.12637532866881077,0.020733781065766434
hearst castle,3898404671.2794614,0.20275339381294755,0.23757982797405441,0.11954788562605065,0.17749813000634956,0.0879634399497793,0.006906352994860062,0.01098160745714416,0.006473926768847583,0.005455500172444549,0.11335763131701344,0.03148230392050879
la madeleine,4290327794.2027025,0.14511819870028925,0.06528818311632113,0.2776080757091119,0.24412682708781114,0.05497122577792875,0.026999986397200436,0.015862012926172692,0.014799136386886368,0.01822898112181463,0.09777350027720697,0.03922387249925681
pont alexandre iii,4425681476.598662,0.25518738192236207,0.05161264062359292,0.1736530747140841,0.3063112635640736,0.049153136438820015,0.003374212669537654,0.006961553686979737,0.006838169159407975,0.02491431667588333,0.09802646891994822,0.023967781625310325
neues museum,2761049885.5034013,0.17003118251132443,0.2094425606815064,0.1102920097186741,0.17049165598288846,0.07791340163820919,0.0241928358128447,0.011390681199090848,0.013104760819113583,0.013100139576548172,0.18756908990489662,0.01247168215490344
montezuma castle,5714329353.814815,0.28034173155264946,0.09596676298736453,0.1450360351749769,0.20900333954811712,0.08290009931797172,0.012909009457049453,0.015271388226116376,0.013715924229847885,0.006097508827538835,0.12263375642131297,0.01612444425705484
cn tower,3826423915.4414716,0.12989223031608257,0.04808095226196437,0.14603547202858935,0.437171261121442,0.10345317446674418,0.003658840557512795,0.008722541435099452,0.0038028333729011976,0.002512719901675001,0.1083682199400521,0.008301754597936964
acropolis athens,5473571793.918644,0.20337046873849188,0.10654822926060586,0.12957397685651262,0.2571209438947974,0.06589162461473648,0.015778094052973087,0.02471618011657298,0.010639823179084835,0.010601264162835328,0.14332472953426248,0.03243466558912679
agra fort,4392920377.036789,0.14505051503138425,0.1299365337749748,0.2464929206660196,0.2203556295402805,0.08470969250871452,0.0072547780577880885,0.016171196766867835,0.008763066759976531,0.007380284075757994,0.10571859318608141,0.028166789632154236
