angel of the north,4846290217.612795,0.15212445966250956,0.07566957447572653,0.04665147742762428,0.02758380187028973,0.03683634362871801,0.016924570771348325,0.04924309833218013,0.03571215828917063,0.027080296493009113,0.04689335690671967,0.014943308819571718,0.039100876722638817,0.023819619416633152,0.061469835315685485,0.07346376219454157,0.27248345967363347
big ben,5055989142.52349,0.14825932210742745,0.07522481858501369,0.04632224282068096,0.025777054920580956,0.037967478268284456,0.015808198672573888,0.05085981329938877,0.03427192182110901,0.026230631208650663,0.047238756548782145,0.014186593105340097,0.03911279343459374,0.02316707191993229,0.06291849283646328,0.07496063818957131,0.27769417226160714
hearst castle,3898404671.2794614,0.13994775942747992,0.06787029921077677,0.05181531828153035,0.025080753182535203,0.037753830971899,0.016180353549967438,0.05731956801143561,0.034493614217961724,0.025328613995550288,0.050189441485058814,0.014857256206233495,0.038992141881813255,0.022588573669241416,0.06903357731626027,0.07018191321495025,0.27836698537730636
la madeleine,4290327794.2027025,0.14168654109460407,0.07234050844415882,0.05112651142956557,0.026044564781553467,0.03702189299346673,0.015905705759460195,0.05801430229363238,0.03442566681729335,0.02485306034227977,0.052355193383848385,0.014025398413060481,0.03933973648707311,0.022827921654929428,0.06958655725126178,0.07122419068505807,0.26922224816875445
pont alexandre iii,4425681476.598662,0.15091646221336236,0.06306917082957496,0.061102265476544695,0.023916337424112515,0.04555448155822824,0.01657439645471245,0.06369642862400128,0.033129724452331276,0.027281391832121527,0.05784596183284356,0.015537525641024296,0.046313668827212905,0.022815118973682387,0.07440604991450019,0.06433307787078321,0.23350793807496373
neues museum,2761049885.5034013,0.119725595310175,0.07127690655192329,0.04245920795876869,0.024302425722665638,0.033406938659048285,0.014053106189701826,0.054305747379105096,0.03294906554310612,0.02066155562019588,0.046655232644037044,0.011630750434931048,0.03418914436527162,0.018808789636789468,0.06633145624262597,0.06676958169731086,0.3424744960443444
montezuma castle,5714329353.814815,0.15599471084644978,0.07979508544017508,0.04966940943220374,0.02669513502362893,0.034737042235395456,0.01665883377045876,0.05120981443192935,0.03419679713058402,0.027117430074984458,0.04888921290896765,0.015218667901112218,0.03646065819027067,0.023741791299218745,0.06189723650366778,0.07467867740612677,0.2630394974048267
cn tower,3826423915.4414716,0.15425537285682417,0.07783784807538016,0.053446103892768666,0.0268828235827038,0.03568460045792737,0.01663416655618491,0.05482315224851553,0.034937814911244106,0.028113000686711447,0.051637512310037215,0.01528089929104055,0.03770682419908986,0.024211126736493043,0.0665839518226214,0.07737466666456676,0.24459013570789118
acropolis athens,5473571793.918644,0.15545322165477812,0.08220490233125734,0.048268467992764796,0.026694444276962544,0.035932221247767536,0.016500415058563107,0.04991427489228425,0.0343507759890024,0.026600223520396957,0.04896290214496699,0.014818848346195896,0.03807650816766606,0.02305079243924967,0.0613821444437224,0.07662279007738752,0.2611670674170346
agra fort,4392920377.036789,0.1622057546069607,0.08129853294678743,0.04742764103538468,0.02866443772714209,0.031682303991878775,0.017586843238581017,0.04688066738930698,0.036328997424858255,0.030063713288849377,0.04601890467576445,0.016100372499016493,0.034220780812081845,0.025496373977199758,0.05821924372196393,0.07959239566056919,0.2582130370036548
albert memorial,4866000778.332214,0.14333502115452587,0.07625928601060214,0.04839512947062075,0.02513574227771512,0.03641843981433884,0.014983120458035896,0.053255665275382474,0.03360844078380601,0.024475918654306417,0.04919911964705835,0.013370796805135633,0.038146714983018554,0.021863901819976356,0.06497728050889154,0.07363895126174057,0.2829364710748455
altes museum,5008351877.006757,0.1311279793763113,0.07505357233891793,0.04600891122215033,0.025359202801116407,0.03783255476079268,0.01456709114753774,0.05563715545375632,0.0325889324239696,0.02084179899078049,0.05193731252149243,0.012125949424274116,0.03885711785879746,0.019994130143235814,0.06730370162459876,0.06665793038070161,0.3041066595315669
amiens cathedral,5437354072.445579,0.15331804963705398,0.07311374367895591,0.05690710879164152,0.026081165781559765,0.035836893718255734,0.016946765038164804,0.05779621066416462,0.03497961410803817,0.028141745828075975,0.05529999935774309,0.0159465532006888,0.03776332162404241,0.02380667402805429,0.07017984012379379,0.06892273942025161,0.24495957499951548
angkor wat,4073972013.4827585,0.13674763536883103,0.07421883528127449,0.0457829938555102,0.024720043917305007,0.03821130487658662,0.014443562524257693,0.05436836173885863,0.03228790210585988,0.021623385477750622,0.04828417335859855,0.012210256814375072,0.039418885092242686,0.020411008908921505,0.06622914392931485,0.07233749286729788,0.29870501388301524
ara pacis,4096302373.478261,0.1479416663793094,0.08605175578770995,0.04440546757831978,0.02688829502840671,0.031853296413314906,0.015529685024247121,0.04814219908812741,0.03496650655004295,0.025593513908646687,0.04597679630986638,0.013766163140708035,0.03406892258361273,0.023034156052687684,0.059445311882439573,0.07933501851346562,0.2830012457590952
arc de triomphe,3860640634.2312927,0.1413486771091713,0.06768524499984091,0.05603188719075443,0.02516860626803112,0.038968168409187307,0.016564254910083544,0.06040787696632874,0.035388487578637016,0.027087330333566105,0.05390247071245147,0.015148900433750757,0.03987959659914231,0.022942582808670498,0.07300929259047093,0.06928512679540126,0.25718149629451237
aztec ruins,6334323936.41806,0.1467354147161291,0.07492170350352743,0.051396145665641345,0.024189172872605677,0.04068561269406446,0.015510430534693375,0.057765790417962495,0.03271994611592463,0.02488012569308767,0.05042509228777131,0.014216048266944638,0.04109865866493494,0.02216852612346751,0.06713097922326403,0.07336088005792242,0.2627954731620588
berlin cathedral,5359660879.441471,0.149884303150539,0.08237191020198426,0.04214787713534093,0.027697373112210936,0.031182850397423103,0.01664882308808903,0.04449047756417419,0.036048111168971345,0.027357229848134032,0.04263777648649717,0.014932322117625475,0.03315144044833681,0.02393127612009089,0.05641193111938602,0.08039132396377174,0.2907149740774251
bok tower gardens,4455028107.167224,0.15045374459726749,0.06199193052974645,0.05891786024481091,0.024665420894613488,0.04448840963659921,0.01693184738848457,0.06284157003644754,0.03334591735055027,0.02690646202333294,0.05622926868282568,0.015886588984476882,0.04565570720532455,0.023586441974365713,0.0734192232311552,0.06302479076699069,0.2416548164530086
brandenburg gate,4213763166.70903,0.16502556249791045,0.08227173700006513,0.04913733799965665,0.0284801852457735,0.033153262174907216,0.0174733960009975,0.048316321038329134,0.03568036993924813,0.029280939264670076,0.048908070139629084,0.016207471308410097,0.03577493984145369,0.025282581290728978,0.06003215039321312,0.07644956497427832,0.24852611089072935
cabrillo,5528327227.184564,0.13554435808428814,0.08807437559607396,0.04398087918806317,0.02759105323034969,0.029497720214041758,0.014914167282469784,0.05076850489363132,0.03459408817635827,0.022082088365072867,0.05100358720845782,0.011797329832091941,0.032803551487328525,0.02054796532226593,0.06541634678864877,0.0711904030230915,0.3001935813077659
casa batllo,5518669862.281356,0.14078148617487293,0.07282793647244175,0.053164316976614834,0.0243279828752655,0.03682974834053028,0.015134115363052357,0.05925449684797411,0.03290472041917431,0.02417357448029816,0.052660733424700054,0.013767696759948659,0.03820721767125537,0.02150617869139774,0.06850366365462175,0.07141751359438382,0.2745386182534681
casa rosada,3752998210.474227,0.14448122251396328,0.07688252853080726,0.04523319407150304,0.027149947961886172,0.03584672154708835,0.01591799345209202,0.04866200737916986,0.035768009983494595,0.02554996472868517,0.04529985903517983,0.014079373456799228,0.03740101345184561,0.02293308744027906,0.062279177940134885,0.06991793144080313,0.29259796706626834
castillo de san marcos,5293494145.491526,0.14739121044232142,0.06125093635977674,0.059492365641638366,0.022153137139439113,0.049092168910739885,0.015766182084751616,0.06428789361973919,0.03049997411137894,0.024428109837615335,0.058466062765232994,0.014879481030593875,0.04950924637253419,0.02119390246019481,0.07257355681409657,0.05925305955166986,0.24976271285827695
chartres cathedral,4420346272.760564,0.15565389273734628,0.07038471975172404,0.04947206423010686,0.02676593343071177,0.0380395821032451,0.017434741346100305,0.050856337965657555,0.03551159532902499,0.029023199349325433,0.047022590080427654,0.01633769024630836,0.03935761601209151,0.02521662733174384,0.06108052935391847,0.07185593904876017,0.2659869416835079
chichen itza,5424923966.64094,0.15345022179713874,0.07366827748193293,0.05198684498398417,0.02576056975540763,0.03744924540578337,0.015914170348007517,0.05403094787981751,0.03417950861246687,0.026847653589704486,0.04964512626853767,0.015000554845482045,0.03886738122827014,0.023778509548000815,0.06439591328748578,0.07296279692548242,0.26206227804249804
christ the redeemer rio,4690213663.520134,0.15097893618422567,0.0768435923560881,0.04803378318074282,0.025987464379951065,0.036614819155362674,0.01664661354070366,0.05002752837913817,0.034660885560682315,0.026945676286604603,0.04664274831515829,0.015200072119613963,0.038463190352235097,0.023221656070562896,0.06169348342749885,0.0741824004115837,0.2738571502798484
civic center san francisco,5411170768.287625,0.17604833497821326,0.07460706666884066,0.054052126872742155,0.030183727328020733,0.03524013329172254,0.0203533086154095,0.047450952729273216,0.03929595438546889,0.03479081837875537,0.047258033525612995,0.019123441964946874,0.037681424818974706,0.027721008922659288,0.06071380182475494,0.07207430607623287,0.2234055596183719
cologne cathedral,5370563700.302013,0.14712376397068241,0.07411765520448847,0.0514014315079284,0.026893731396687843,0.036463064236020665,0.016401757965232036,0.05615235620951009,0.035168107618343956,0.02654653809094762,0.05179905121872689,0.014478276440670014,0.038148281147646596,0.023447851710445253,0.06821590306087351,0.07165921050130168,0.2619830197204946
colosseum,6792981067.732442,0.13440922202081593,0.08504487529133978,0.04183003132930113,0.026381969759436193,0.029900842234971494,0.014889978018389916,0.04720795305703264,0.034473050335650575,0.02263019887085734,0.04645504117590216,0.012357781830523827,0.032590834241532966,0.020423214780192264,0.062095661804720315,0.07500687912516767,0.3143024661241659
