angel of the north,4846290217.612795,0.2643462695158847,0.2788622889050756,0.48680684773997207,0.2526037085724332,0.3776680619631269,0.24707874179035202,0.3565566872686356,0.2836700920896336,0.2610430989517894,0.2800743292594738,0.2708172859624246,0.4869001191812124,0.24390691396511768,0.3790139602798175,0.24607485113871458,0.3537815175965118,0.2820194035339761,0.2721513359260239,0.2828993796648836,0.2690726595243521,0.495159121504959,0.23985942269199403,0.3441965999310763,0.2536672461826729,0.36678556973107274,0.28777974066976153,0.27427013408109413,0.30132414806437574,0.28789904082977197,0.3468861047133354,0.2756267557227323,0.40590513058909267,0.27215199951358715,0.37044533031057214,0.30392505662227676,0.31662679949637623,0.31442640829664104,0.2866882732699057,0.33857235181664047,0.26886265694650635,0.40459228570028627,0.27624385310817634,0.37041969747892006,0.3031747276295477,0.321423721474243,0.32024775925539634,0.2900452681148403,0.3361014693276989,0.2643851573904934,0.38883343214869914,0.28445500316134187,0.3794829620392052,0.3039217012885722,0.3188336716396588,0.29188484873945686,0.2913694144990029,0.36406779272614476,0.27602909548652627,0.38130882527757537,0.27589279442219,0.39556311799409943,0.30614947672511417,0.31377004873836517,0.30466462810206835,0.29489921630650223,0.358320969158322,0.2710690579065407,0.3778324456961357,0.28004305921192973,0.3936158253741785,0.3047927669370422,0.3159485242609685,0.3118633829210403,0.300160175218485,0.3578865589403522,0.26632155189843726,0.36846315088022946,0.28671087675489015,0.3944595903301159,0.3033087067733824,0.3121781479874582
big ben,5055989142.52349,0.26831708818253935,0.2830229816080584,0.46431750384839454,0.25404636677301057,0.37562548324545186,0.2639657719629398,0.3561537534073124,0.27729382192251345,0.2628792759126717,0.28259191720682253,0.27923769611533306,0.4558041483027749,0.2462301402223323,0.37187890607097274,0.2661176865061573,0.3558864308674633,0.2783277604320759,0.2744141829756395,0.2790758053425624,0.2805353739089713,0.46566693797690817,0.2443274441498259,0.3356273640544762,0.2726431905881207,0.3705500450230228,0.28833944072468115,0.270580542445014,0.30692171469295104,0.28336737925017647,0.3448496922776097,0.26733720160355723,0.41338155912638086,0.27276248337502296,0.378879835724316,0.2935420858096102,0.30807368084180015,0.3203331915838237,0.2843678442584277,0.34021173091083406,0.2604456099292501,0.40778220246496216,0.27640421462790765,0.37925345543781075,0.2916952273107255,0.31160001824346867,0.32234797310640245,0.2900181914664092,0.3424668046056057,0.26053889174952616,0.3877055666259931,0.285267676808443,0.3887291687967877,0.29666389565996043,0.3046862223790821,0.2983145426163184,0.28198017035459083,0.36802282993575586,0.2700573126330523,0.3981366228148693,0.26561353397588,0.3933511581155437,0.29861276538287285,0.3079327525788891,0.3143885758513102,0.28882274984809375,0.3641645730935792,0.26405306835984405,0.39037107854048275,0.272204451031251,0.39170948222019586,0.2952430306966082,0.30845437223243116,0.3204852218216682,0.29962449825128834,0.3653631535212279,0.2624612528843412,0.37408842374460705,0.28157347508305663,0.39580433277523797,0.29514636546603545,0.2997448162794467
hearst castle,3898404671.2794614,0.3109493966282627,0.27940532928703693,0.3872008930174732,0.3131567177803526,0.4202659005606633,0.28139755943323475,0.2895136483491609,0.2987527006871082,0.3213283429237854,0.3227289102449508,0.27574864609125704,0.39550883797015934,0.2932335306326675,0.4336054426190122,0.27952903174432947,0.28302475751350037,0.2839121725462338,0.32148322519660427,0.32644878875373057,0.2813546271174867,0.4005770328678741,0.29158086919790566,0.40249611753007614,0.29970969370590184,0.2929050215065328,0.28640016198326335,0.32127270189747853,0.3306145215323006,0.2771208551806386,0.29507963285191224,0.3176191329788452,0.4376793850373599,0.29224199684106517,0.3052744205148354,0.3075874064326618,0.35093894348907867,0.34472113133494786,0.27830713125753415,0.28946454883716133,0.3006432562093344,0.4447231292439846,0.29703681295143614,0.30646659479515126,0.2981820815524298,0.34850920581886863,0.3512912401586101,0.285029978846309,0.28686235528439497,0.29704941816618796,0.42866487171566275,0.3162681738890966,0.3128998358822858,0.2945455228273087,0.3424880964644325,0.3059956488892375,0.27276497114494996,0.335677105186759,0.29431318700033393,0.4060597455147391,0.2750087268116424,0.3820233202090157,0.3058189428320744,0.33003602916752756,0.3215666628900594,0.2758839895293162,0.3281961948136074,0.282246763276663,0.40612597823786684,0.2836740676088863,0.38246886837858746,0.29936194566788166,0.32803505560871016,0.3300627575506079,0.2842360733629961,0.32647759479548305,0.276698966531893,0.39605208361395455,0.2983557117680388,0.3857370679071074,0.2942395743441848,0.3196978622567382
la madeleine,4290327794.2027025,0.2952024161783475,0.2847051540481825,0.42558880289140794,0.282281350446147,0.4009547957299132,0.27579564841683135,0.3277232078720065,0.2816165706212386,0.2853464527637173,0.3171314834089595,0.27656988194553006,0.4144664854731523,0.2734723599951069,0.40975429035205163,0.275007636431835,0.3161095103107748,0.27549450970182604,0.30260424718072115,0.3126121882079309,0.284601085659512,0.41911564234060117,0.2804005751319586,0.3748458422227824,0.28610312678223504,0.3310405375433948,0.28825340881402317,0.30055464611929655,0.3220632154602946,0.2843232203498585,0.3101014926963681,0.2926428418609078,0.42923568561758707,0.2909989955631652,0.3367066130014991,0.2922614075682143,0.31774653061467223,0.3386921341696626,0.2747988164845975,0.30113688642371084,0.287303073994061,0.43495172410508987,0.28511047312808735,0.32693260878133373,0.2885246497764767,0.33378851269678644,0.33488259564913053,0.2822576761130582,0.310053502156383,0.29661989716147974,0.40621642735065694,0.29590179401517885,0.336726148808539,0.29952870625933753,0.329978188183021,0.29211157814837674,0.2792801965309874,0.34912048918834004,0.27458334358871556,0.3911061682534565,0.2756369249525047,0.4117245075553627,0.290663652276538,0.294004335500149,0.30644955833902204,0.27429633591759867,0.34333592605024227,0.2743581306555816,0.39167872580532703,0.27139605046801185,0.40297962996213327,0.29022478934810086,0.30868703731602254,0.30439246457790037,0.2829426344487802,0.35295680121647266,0.28209275354908736,0.36628995681728627,0.28135371888471844,0.4034159369359718,0.29935694288547626,0.30326137619083665
pont alexandre iii,4425681476.598662,0.3386529789924335,0.2732143474941769,0.31468127856716227,0.3062919745803092,0.44046501797362436,0.30262366492493337,0.25847409775253066,0.27768126989000314,0.3505268183285853,0.35717681452511235,0.2736322813060794,0.3096496679762036,0.29336337833352905,0.43947986003734313,0.3069308500607071,0.25451373815501616,0.2711194284670023,0.348947564350199,0.3622920059857109,0.2837651944660861,0.31646190103935695,0.2896951393275041,0.4193430876456722,0.3182615095004202,0.2646268236566557,0.2754826431844672,0.33766463341538294,0.3486743501080069,0.2622492450136222,0.2569677174860126,0.3049651273407986,0.45905334686643845,0.2981338250292071,0.26663579153323286,0.27740779470886495,0.3690409704056517,0.36755356380771975,0.26380549458546404,0.25172732326375846,0.2942067518988481,0.4563485622721929,0.3033995741270396,0.26375980768758056,0.27381695248071575,0.36468927862839245,0.37576025152385545,0.27215312338223896,0.25655353798250624,0.2904397190369422,0.44276129606873543,0.3125309576319649,0.27065357255216804,0.2774661344776316,0.3512964452148276,0.3309562648612359,0.26208689494127535,0.29232029105420126,0.29309000597221796,0.4431783410302374,0.28157179128736953,0.32440937696235395,0.2813017401758252,0.3574768502412748,0.35094709907594457,0.26480510105903954,0.28729664116174564,0.28345337540013454,0.44086617400397116,0.2875755231762258,0.32051990949026893,0.2771117321877344,0.35224534136509494,0.36022504323528776,0.27446802799088477,0.29060904810080185,0.27722894078911514,0.4294766954298488,0.29729789195844464,0.32396842722411096,0.27782434927694577,0.3378847059173175
neues museum,2761049885.5034013,0.28152018252485783,0.24081877792281273,0.45488296629839936,0.22303372852102274,0.4372141271467508,0.2449992985576913,0.3093935513532893,0.23861677043986756,0.2684698029535004,0.27594784881906687,0.2377140033677583,0.4795740289674194,0.22260895068072506,0.4293525555541456,0.23950373147372003,0.311009953592851,0.2371518522306707,0.2626334965129275,0.27529762196185426,0.23270086222850644,0.4906563566310516,0.23087785932658794,0.38989130389122006,0.2599847131619862,0.3161278995830393,0.24930228938629068,0.26418425536746304,0.3225756295827896,0.2632749053232941,0.3100369192603741,0.2513982524928135,0.46890019824032475,0.24598435916919775,0.31575209402617754,0.25637346112584425,0.3045819974907679,0.31537626495651727,0.2654015197431355,0.3200237589244569,0.2497053518271774,0.4628623411598562,0.25519123170618274,0.32424364890437357,0.2570000056019361,0.29925994222095614,0.3209733121334453,0.26459681972360694,0.3137072793690476,0.26195829699548173,0.4401665335018981,0.2780063224574697,0.3264452062776435,0.25935020188459407,0.2983155267847529,0.3111126684388723,0.2530764284787614,0.3113979760865971,0.25538403069499477,0.43659371144914066,0.24814719788545736,0.37214047402498757,0.28624859796054697,0.29829925426057924,0.3060089674130757,0.26148283635938435,0.3133718394205225,0.2486359908458763,0.4258095746293889,0.2621355613079054,0.38455627349487453,0.2871016948701599,0.2945513340581576,0.31552032529642415,0.26483350400267264,0.3042440025536709,0.24961471772312108,0.4130586772123903,0.27841668895673044,0.3913233323607834,0.2824438946339043,0.2916756421451571
montezuma castle,5714329353.814815,0.2963805374795131,0.28143309467848754,0.41877783314767664,0.27935850941761003,0.37972857224621726,0.2901516182325874,0.3459748088529101,0.29845467955389027,0.29753982776012716,0.30465790184754865,0.272923606850356,0.41818229314867617,0.27441183902461846,0.3817302795698362,0.28774595769124595,0.3406126668296269,0.29854702234082553,0.3056086021143827,0.3024560256996087,0.2689473616246863,0.4273689924089306,0.2742217130748245,0.3574155166892643,0.29203748210936087,0.3446364982845236,0.30686566614018684,0.30921693249703724,0.3057732513286959,0.2885686394139162,0.35146708656046105,0.2852806489139828,0.3778390592103541,0.2884796719241281,0.3794354835253562,0.3139425048678089,0.3125929380900967,0.3133205176168543,0.2869126003588731,0.34352492160612536,0.28184250555121265,0.378072224934433,0.29120143864372866,0.37740441333789954,0.31497810179253155,0.31791877293182674,0.3157353099471228,0.28899211213326187,0.3390395256331265,0.28135855606611465,0.3674036268075376,0.2987175718092767,0.38095332129151493,0.3194389393554409,0.31903047024684744,0.28248844245650945,0.2989053124325628,0.39728107247782607,0.28159153567996265,0.3421571487548758,0.2743798477619495,0.40641280621949843,0.31603549743087267,0.29074520433232365,0.29277144305532427,0.3036362131130909,0.3898806095530302,0.2766385359922242,0.341747585050694,0.27957770036583734,0.40413462970619646,0.31327259507645766,0.29486280684593397,0.29741847152452155,0.31128850951970866,0.38624931180219957,0.2743181829969978,0.33295492760733353,0.28773519854580154,0.40514634285995066,0.31250296920933285,0.2925962327825212
cn tower,3826423915.4414716,0.26437633444225156,0.2961886181542321,0.4499266581843634,0.2889337625529539,0.33932030904422744,0.27250907108327965,0.355160596927265,0.3088542791264713,0.26654389300166303,0.27843062862539847,0.2939595301020002,0.44405549770031005,0.288115677730167,0.33950735485766803,0.27008176971254266,0.3513224055890585,0.31141513624493505,0.27634494079953326,0.27234125216227956,0.28953108447300296,0.4543070167347131,0.2889914554910201,0.30953764705680203,0.2652220266967608,0.36068282928898493,0.3220948597544128,0.2728378167373119,0.29875144212611104,0.28824128088851797,0.3459654385675628,0.3065277198759717,0.38872354419684185,0.28767576382163523,0.3493130034527782,0.3161028711969597,0.3146165764310939,0.311495588000671,0.2880716684827341,0.3432640593359111,0.3018081668335608,0.3865960128071406,0.2863425244283695,0.3477399615365572,0.31466763156428784,0.32041842412506166,0.311096364370772,0.29243540117576783,0.35301143581036415,0.30160411575690693,0.361481016449745,0.28881682655107555,0.35672392739790193,0.3204460875734811,0.31447663410937265,0.28960718163882737,0.2866063850680105,0.36120730692402037,0.2912506249152627,0.3834850859818835,0.2784925932525631,0.38623954996073495,0.3052757237414519,0.3056323777266282,0.3028851106183977,0.2889180474740132,0.3587798804911526,0.2859420264773389,0.380003133612139,0.27719739404916294,0.3860922264639643,0.3027908943608532,0.31172831351602304,0.30550563909932615,0.29792808313751473,0.3668486075540294,0.28551795485361586,0.3535235738029979,0.28234667746706105,0.39453503892409825,0.30607351495728335,0.3050466040881615
acropolis athens,5473571793.918644,0.2520097968869465,0.2868488886816701,0.4663557055117197,0.2745108523776288,0.32304037564727284,0.2633964531548133,0.37129706327866696,0.3062917669315017,0.25275327287356975,0.269748936786533,0.29026866423876513,0.46014127167125785,0.26565152069354225,0.3307534024895673,0.26988159868984174,0.3664546320685088,0.2985420398187071,0.2644205769820369,0.2689925511083942,0.2989852790233111,0.46320386460728075,0.2604520115236331,0.3063989731342197,0.2810737357070656,0.37711036842518725,0.2981642563325496,0.26107838752136797,0.2890575106225053,0.2921981753046358,0.36217277878989773,0.29363140745932054,0.3662789217076143,0.2861963450893992,0.3721224820015452,0.3162493263195808,0.30381705149527627,0.304854085876613,0.29828045686529303,0.35336366320464024,0.28191811894525876,0.3708090940838873,0.2948222351732885,0.37063532982129943,0.30606086674107585,0.30768134600970715,0.30780653291522336,0.31149835451899105,0.354382254656125,0.2759294690925916,0.35373237513497285,0.30864472866144893,0.37920702822627583,0.3021917305356859,0.2990888702965157,0.2893402000797941,0.28349489097445,0.37314252568759,0.28135852265855366,0.3771679472881708,0.2735981530565324,0.39969261889843893,0.30010231974014084,0.30913359294198006,0.3049599093812479,0.28869582702957325,0.3675485415865955,0.270091452095448,0.3766516274834496,0.280857990967267,0.40115134582366724,0.2927014165423495,0.30834005394551267,0.3118887074789795,0.3016330572577905,0.36790357596127715,0.266460509696948,0.3639879215997313,0.29225569594987505,0.4048671063315599,0.29000506297426293,0.2992684724374777
agra fort,4392920377.036789,0.25713283065972037,0.312693323496793,0.4725733981648906,0.27468363964249387,0.3092254019520623,0.27088982378197224,0.39679131445723487,0.31101139422309354,0.24989035128987722,0.26749980215997476,0.3064409406019279,0.466959990483986,0.2723248041086746,0.31264133617869055,0.2709317622217383,0.3928429234909064,0.31252861773648966,0.2621947315562855,0.2657233989882311,0.3030189587614494,0.47033545743854915,0.2723606304807827,0.2908873848759994,0.273434435168055,0.40047903677930435,0.32073827483496165,0.26622358084697706,0.2750396212181156,0.3274148210201106,0.3942595687368539,0.29577924157297575,0.3146825150701767,0.29115768079719784,0.40295704872498245,0.3305893384474266,0.27412402552352044,0.2846371288815292,0.3280583325752328,0.38545833103912586,0.29136841389993784,0.31422227190733376,0.2937357150543015,0.403310753386395,0.3300587339306328,0.2821004404824278,0.2853574894785316,0.3315372392501672,0.3842701694345177,0.2897827377869512,0.30078434539956345,0.2982261408817144,0.41029863670590794,0.3324463884412423,0.28158962636019047,0.2719710142556245,0.3242002506635771,0.38512512963828915,0.30381557854228947,0.3141983363281677,0.2945099585648134,0.40532899123288485,0.33614391893743023,0.27960058254996956,0.28439142602168255,0.32915919390724807,0.3792557047661365,0.29668871484079345,0.31069822731058055,0.2982432625687596,0.40357582822026905,0.3320277198954099,0.28633963213721053,0.2876634900585089,0.33817284499026684,0.3796898516052442,0.29278442752532213,0.2968811036890514,0.30438009243054154,0.40850361933007256,0.33046832352501515,0.28285391649080494
