angel of the north,4846290218,0.113682743,21.62616187,15243.23365,8633.635139,12.31334074,0.57372235,316.027403,0.065383409,20.7087399,12.524596,10519.92689,0.11402914,21.85427014,20900.73871,10329.34022,19.68119679,0.615105765,107.6561105,0.070584317,7.650147509,13.52039795,3403.084664,0.113415122,21.84364105,16749.73553,8974.093055,16.30851224,0.586245233,194.4869791,0.06703363,14.64374422,12.91660525,5950.264114,0.114062236,21.83418975,20899.55719,10340.43388,19.68800822,0.615284987,106.8962263,0.070749618,7.702860092,13.49982331,3364.207469
angel of the north,4846290218,0.113682743,21.62616187,15243.23365,8633.635139,12.31334074,0.57372235,316.027403,0.065383409,20.7087399,12.524596,10519.92689,0.11402914,21.85427014,20900.73871,10329.34022,19.68119679,0.615105765,107.6561105,0.070584317,7.650147509,13.52039795,3403.084664,0.113415122,21.84364105,16749.73553,8974.093055,16.30851224,0.586245233,194.4869791,0.06703363,14.64374422,12.91660525,5950.264114,0.114062236,21.83418975,20899.55719,10340.43388,19.68800822,0.615284987,106.8962263,0.070749618,7.702860092,13.49982331,3364.207469
big ben,5055989143,0.11905394,19.98658755,13284.41975,8454.303426,12.10270883,0.551196655,361.0233089,0.067130066,33.90736222,11.08097884,12687.80512,0.117033625,20.25597867,18450.48008,10452.62405,18.71374326,0.588694034,121.0214292,0.069932274,12.66157185,11.98291644,4102.215522,0.115112397,20.25616733,14029.0778,8840.73929,14.37229759,0.556045263,219.4522667,0.065145584,35.78674439,11.33929996,6707.231522,0.116963631,20.23981293,18325.21829,10451.12029,18.65585002,0.587992874,121.8317301,0.069730617,12.65005064,11.95523219,4121.74006
hearst castle,3898404671,0.162949014,18.79005426,15726.27431,7771.288361,13.56331706,0.582355475,291.658717,0.092573555,38.73456371,11.14843721,7747.855297,0.165151755,18.71364835,19496.11847,9065.565623,18.35358012,0.604792138,149.024776,0.097406029,16.40346656,11.47718933,4102.738175,0.164296588,18.56886176,15185.87519,7752.962003,13.24976334,0.571715049,313.7179754,0.092256636,37.31329174,10.75973971,8621.42339,0.164903539,18.74883469,19630.9826,9093.500695,18.4206201,0.606274495,149.0885945,0.097465994,17.05964784,11.53776513,4110.68353
la madeleine,4290327794,0.124044141,19.98449489,10028.66317,7076.5084,10.44192889,0.511729425,437.8451902,0.063445084,117.8693482,10.27958407,9257.699696,0.125323971,20.0568371,14026.65995,8659.503672,15.59734605,0.549546212,185.1116235,0.067766121,40.31782399,11.10659565,4004.962267,0.12405847,20.10254311,10730.21666,7213.214949,11.44291344,0.518727758,507.1075576,0.063356291,111.7690387,10.54841006,10974.57546,0.125611361,20.04398027,14034.89953,8657.719847,15.59466621,0.548817387,185.4327806,0.067944837,40.0298362,11.07514061,4031.079864
pont alexandre iii,4425681477,0.148105472,18.5788984,21128.20189,11537.00373,18.73279311,0.591183268,132.407911,0.084345511,48.224028,11.23966152,2654.974641,0.150937794,18.51298132,25811.72057,13074.01258,23.84074664,0.620074646,72.4484375,0.089565944,25.26785195,11.71761951,1257.005987,0.148110067,18.51646506,17615.36195,10396.05951,15.641569,0.57139648,180.7720375,0.08169895,67.14917333,10.76662509,2739.759862,0.150825762,18.49718588,25783.20508,13085.09034,23.82808604,0.619481459,65.94469334,0.089447838,23.26334761,11.68755844,1236.454646
neues museum,2761049886,0.189513808,17.79929986,11280.91408,6459.245504,9.204513134,0.531136706,899.8847039,0.100662495,100.4422123,9.270938529,31766.03685,0.181062702,18.75493158,13808.30097,7488.64265,13.55668349,0.537805292,353.9979846,0.098222058,33.83176269,9.730235757,12523.64304,0.16726026,19.53633916,11079.84534,6287.777379,10.51254037,0.503127534,828.4734065,0.084408677,83.85705075,9.43571301,28621.4437,0.181825484,18.70182215,13739.41104,7451.354138,13.49698043,0.539882757,375.6661695,0.099587676,35.99581415,9.72771355,13142.62469
montezuma castle,5714329354,0.182776037,16.75185428,17488.90274,9596.535549,14.4528422,0.582581258,301.1384885,0.102180954,103.0017952,9.978480342,7241.788599,0.185866564,16.87836631,23349.79486,11343.84997,22.18118762,0.622661354,97.14530617,0.110871232,33.42725975,10.64128304,2329.787312,0.181578627,16.96083234,19137.52757,10084.55854,17.68361193,0.596518832,174.4566823,0.104741164,75.92535056,10.24070593,3498.567866,0.185918261,16.88295589,23401.94728,11350.1414,22.20288797,0.622941175,97.54390919,0.110998632,33.52434309,10.64949663,2344.309202
cn tower,3826423915,0.096979311,23.12181558,11359.61974,9447.380527,11.50779982,0.511050379,199.6138455,0.04979128,26.85692353,11.73653132,5113.85369,0.096399963,23.28692045,15757.07047,11593.63649,18.2075908,0.549522065,71.91151391,0.05326953,9.127897367,12.67135368,1850.967353,0.094019298,23.38477394,12271.44277,10045.36239,14.59214886,0.518763467,128.8081386,0.049003907,19.22794274,12.05002548,3357.506005,0.096557149,23.25189928,15947.32751,11742.13261,18.36319629,0.551588226,68.86203128,0.053496711,8.873520868,12.7034649,1802.196986
acropolis athens,5473571794,0.147700933,19.20760204,15578.07037,8390.209223,13.34697407,0.577592624,240.0877625,0.084313163,52.85764971,11.04223068,6692.006949,0.146462209,19.47358526,22070.46036,10376.11823,20.86633314,0.621100405,90.79028519,0.0893654,20.38512439,12.01787958,2492.540019,0.144599447,19.41445776,17832.3551,9069.623448,16.3939908,0.592612364,203.6690244,0.084424662,54.63683318,11.48123846,5470.430773,0.146556685,19.4882748,22077.49264,10366.83676,20.86094855,0.620728924,90.61045705,0.089340315,20.85879475,12.02903971,2436.305947
agra fort,4392920377,0.118473835,20.88420664,17500.85451,9990.500496,14.41644807,0.567031394,289.5254929,0.067117897,72.04274648,11.86117825,7574.850502,0.119510077,21.06849308,24297.37625,11991.76167,22.01238306,0.613465942,93.14916904,0.073192158,25.33397715,12.9229611,2239.336366,0.117483141,21.16248976,21519.96538,11153.47958,18.80172534,0.592247683,165.7192642,0.069445179,64.66261386,12.56601278,3282.6256,0.119397136,21.08089875,24300.09944,12003.91153,22.02356486,0.613276476,90.74824996,0.073183195,25.93159355,12.92032159,2138.997324
albert memorial,4866000778,0.187865601,16.24847802,13539.68078,8044.66617,12.1566424,0.55658335,349.9959096,0.098315019,112.3771408,9.355854233,7683.78116,0.190793704,16.2707391,18874.72405,9928.572492,18.81756297,0.596301338,138.4325548,0.106488203,44.98265434,9.967229981,3024.474934,0.188386702,16.19457313,14528.19221,8410.25654,14.31051009,0.565834789,268.7128652,0.100208392,97.00184582,9.420865537,5648.506596,0.190567748,16.27862316,18904.54291,9936.160565,18.81848303,0.596914682,139.3985259,0.106413244,45.56263658,9.985515504,3058.620876
altes museum,5008351877,0.180263125,17.21828569,12280.76105,6952.489425,10.81704172,0.571206938,477.8219227,0.098957323,95.42274937,10.0651167,12434.57385,0.182350075,17.28542873,16030.64842,8359.774164,15.9135632,0.599149014,206.9808235,0.105469626,39.3054246,10.45828459,5506.678358,0.180621024,17.2871932,11344.6028,6673.848151,11.3074827,0.556286253,493.1039903,0.09821595,105.5145114,9.699467356,12969.55971,0.182643585,17.27434713,15978.04478,8336.302059,15.86321079,0.598876382,211.2227061,0.105637287,39.94532666,10.45662107,5623.412999
amiens cathedral,5437354072,0.182990305,17.08524783,21404.53079,9983.177566,16.65430487,0.568749129,242.5562443,0.097658662,81.24513866,10.13878974,3914.829022,0.184351465,17.16287759,25958.77565,11335.9181,23.1401292,0.598814106,109.9281162,0.102829493,34.93595141,10.70646719,1708.986053,0.181517794,17.1887435,21350.1256,10041.40526,17.9243511,0.568677252,225.8776418,0.096366066,72.77482724,10.19346335,3378.283713,0.184308969,17.18130043,25976.9926,11348.64106,23.15067804,0.599051879,109.9174993,0.102721657,34.41265925,10.7101189,1709.601192
angkor wat,4073972013,0.179063879,17.95625356,10620.29957,6726.004949,9.281459571,0.547962196,490.4411901,0.094183188,115.4419205,10.23464021,12715.64943,0.1774867,18.03470034,15314.77926,8685.161363,15.94635678,0.584835525,171.7051789,0.09921451,40.48892244,10.85955939,4495.229291,0.176221505,17.91924306,11079.06314,6961.933594,12.03756616,0.552597502,340.2427315,0.093337212,85.13596109,10.19819915,8546.624602,0.177549677,18.02719317,15378.00406,8703.339673,15.98101493,0.585630881,173.3699136,0.099527458,40.49860881,10.85891694,4529.1193
ara pacis,4096302373,0.146464655,18.58125489,12907.16466,7670.852209,10.91915015,0.547188399,829.4456601,0.079036725,158.2663325,10.37173723,20221.24361,0.144834794,19.00746969,18469.88792,9607.998967,18.13723764,0.587577891,234.9822525,0.083542302,38.81036843,11.33804635,6193.137313,0.141805077,19.03370381,15224.66324,8623.09509,15.27522403,0.561731043,404.3233587,0.078495401,72.55733901,10.85739628,10694.53375,0.144881171,18.97023755,18381.48719,9577.348958,18.0882671,0.586858906,234.5585495,0.083669366,37.75393834,11.2894078,6245.63612
arc de triomphe,3860640634,0.153607751,18.59228615,13888.07309,7597.84322,12.94729642,0.552999312,255.2760372,0.081576141,62.83312972,10.59485038,4704.555072,0.157889599,18.47264848,17318.32456,8828.750851,17.94087196,0.576353205,118.9660294,0.087286062,23.65532372,10.93531857,2245.151361,0.153591146,18.5711514,13560.08486,7406.247917,12.88098009,0.55097499,270.8089665,0.08162026,64.47657916,10.51228145,4791.158934,0.157816311,18.51296011,17429.90986,8829.191209,17.97486189,0.578115905,117.3137083,0.087486287,24.33873513,10.97968044,2188.977418
aztec ruins,6334323936,0.163769831,18.24683825,13838.8828,7984.09709,12.35295041,0.561445238,253.3459706,0.087430962,80.42096073,10.50922859,5018.769801,0.165326417,18.29902435,19072.28625,9910.411174,19.24048219,0.594769038,97.32591736,0.092741767,31.50271026,11.14157833,1882.158204,0.16282742,18.21543153,13945.90935,8074.107809,14.10770375,0.562666165,236.2076027,0.08727773,87.16107106,10.49054853,4302.076357,0.165485638,18.29847083,19006.49154,9896.05487,19.20926782,0.593419025,95.25682626,0.09246933,30.68794428,11.129773,1859.938347
berlin cathedral,5359660879,0.119689006,21.01486171,14873.84734,8582.338454,12.04334635,0.575077779,385.910671,0.069534346,19.15698604,12.1026897,13961.25958,0.118691128,21.44715437,20715.36211,10491.82666,19.46710344,0.618553531,107.3273888,0.074061356,6.57625697,13.2249951,3665.446081,0.116131236,21.49266008,17983.47627,9733.813474,16.96196451,0.59830834,155.6683309,0.069824782,10.30241737,12.8714126,5344.255453,0.118729518,21.44560065,20662.28959,10448.95601,19.41172535,0.617434924,106.2582721,0.073978153,6.559391724,13.20749376,3628.722084
bok tower gardens,4455028107,0.177824836,17.72200724,19712.06246,10684.50304,17.55249723,0.58759154,158.8109947,0.096256184,76.0126757,10.87663807,2914.198539,0.180117428,17.69884308,24153.48017,12080.87771,22.19400108,0.615906791,77.20213051,0.101327373,34.56095515,11.36234136,1436.292769,0.176334113,17.69250134,17435.0739,9740.286966,14.8143523,0.57466534,215.648614,0.09349285,107.5239938,10.59451407,3400.867752,0.180177716,17.70199502,24286.16601,12121.06526,22.25281223,0.617300506,77.05383522,0.101584846,35.39199543,11.39887043,1400.225869
brandenburg gate,4213763167,0.125758243,19.55020433,20902.07216,11363.74729,16.07526004,0.594117979,235.1416469,0.074156009,106.3721324,11.70268599,4676.107215,0.127357531,19.6762528,27864.31946,13310.31311,24.8018525,0.637974237,92.12485434,0.080213966,46.86188423,12.589476,1662.386275,0.125565903,19.71546123,23774.34716,12227.29933,21.19966358,0.612459136,128.7911074,0.076121093,65.01211802,12.14002415,2312.379441,0.127253784,19.69315442,27884.53773,13322.90789,24.82077162,0.638237429,74.60287816,0.080137582,30.40420989,12.60248466,1590.482981
cabrillo,5528327227,0.149846717,19.79657659,8544.819365,5381.024921,7.971622016,0.508013665,962.6854361,0.077202051,104.8035784,9.807887994,28846.77044,0.147429998,20.39408794,11358.73549,6545.663532,13.16047604,0.531298736,320.6683863,0.080061622,34.89410172,10.46041402,9620.350649,0.146306907,20.40316828,9162.78727,5699.579965,10.77253631,0.505047274,558.6094807,0.075697563,62.01699785,9.930479937,16785.9491,0.147181875,20.39783615,11367.4902,6540.276676,13.14102602,0.531221573,326.5751237,0.07970976,35.94407848,10.47131909,9825.026035
casa batllo,5518669862,0.177871723,17.83929312,12252.00954,6954.349178,11.65488179,0.547293993,289.7312954,0.091342208,94.52361562,10.06820393,5873.483583,0.178976509,17.96950127,16712.34944,8516.861078,17.546714,0.579145639,119.6525632,0.096239103,40.06538191,10.72748292,2380.133893,0.175928426,17.99846177,12517.27293,7058.266399,12.69329085,0.546914649,250.9495629,0.089618095,94.36681903,10.16396031,4673.383032,0.178728384,18.01030681,16687.27271,8485.186789,17.50193292,0.579218797,121.9835937,0.096120999,42.01028239,10.75378678,2348.117135
casa rosada,3752998210,0.161728686,18.96190339,13825.97753,7368.135869,11.52866992,0.564656037,583.190021,0.084408757,204.2186359,11.12656259,10364.489,0.165115578,18.96866836,18470.15208,8883.673983,17.26231928,0.596077292,273.2181472,0.090725908,110.0011442,11.65653564,4209.573584,0.161162223,19.05349245,15449.36342,7810.772563,13.66075799,0.576416087,793.9506187,0.086681886,381.3024758,11.29019393,10491.10465,0.163942882,19.02153085,19021.07753,8985.000927,17.48480978,0.59997702,286.5228553,0.090666871,110.8098451,11.77641168,4399.800158
castillo de san marcos,5293494145,0.191924009,16.72516529,22342.67624,11010.51925,17.91499829,0.613410498,146.9422088,0.107762035,66.93998394,10.82016463,3014.894255,0.196789065,16.74411826,26954.10047,12402.74593,23.55084936,0.637135546,69.44362528,0.113932137,31.73392228,11.25985405,1379.080468,0.193403368,16.87562283,17307.52214,9195.133216,15.07944624,0.581198168,208.0133356,0.103987649,114.8410698,10.31879763,3205.042977,0.196488559,16.74836964,26897.45131,12374.52589,23.5077495,0.63651289,69.26535914,0.113622489,31.94886552,11.25294926,1357.074281
chartres cathedral,4420346273,0.155253558,18.72916553,19362.67557,9895.226522,15.33017077,0.592495103,209.2886357,0.087008839,47.40429666,11.41652769,6464.121344,0.156404389,18.9246428,25395.22579,11510.65706,22.73997299,0.630016118,79.91897113,0.092483348,22.72800719,12.25275192,2154.884982,0.152064894,18.99778257,20766.10544,10220.64426,18.20052966,0.599959117,138.4889769,0.085989544,46.28484451,11.70809139,3382.520984,0.156535451,18.91898253,25268.9466,11521.76817,22.72462253,0.629547503,77.8576001,0.092664807,21.97768525,12.22693357,2096.073947
chichen itza,5424923967,0.163956116,18.66324143,16663.92293,8841.599463,14.45244895,0.577666004,220.4247806,0.090165687,47.81126954,11.03797594,5207.736262,0.163879839,18.8643101,22606.52429,10600.79467,21.49876418,0.617417662,84.07327973,0.095570084,20.77941485,11.92985438,1896.812098,0.162841567,18.68895259,17709.36708,9128.502137,16.30608039,0.585933766,159.2440767,0.090291068,44.8356582,11.26118512,3452.458874,0.164060267,18.84907417,22862.95719,10655.86018,21.59945923,0.619224108,83.77745113,0.096139407,20.51521369,11.93579206,1889.315585
christ the redeemer rio,4690213664,0.151464634,18.99419714,15925.15028,8665.963576,12.97419839,0.579421815,543.7712945,0.085676665,78.95808089,11.19722338,11183.12717,0.151759015,19.08373993,20804.01137,10309.05246,20.13954281,0.612488574,163.6222409,0.090411517,27.9725487,11.87030916,3246.024556,0.149648987,19.09741768,16750.03354,9042.131929,16.1343042,0.583532112,285.2142837,0.084808231,54.33068408,11.3542904,5545.415365,0.151891895,19.11227287,20933.96689,10334.83512,20.17665236,0.613249761,166.1957436,0.090417313,28.77321298,11.91338822,3210.211908
civic center san francisco,5411170768,0.106458646,21.27808135,24608.53573,12612.91262,18.313799,0.604021547,93.89543924,0.06435183,9.287836842,13.07701523,2411.145992,0.107195039,21.31474446,30883.46398,14265.72806,26.72243319,0.640683564,31.62781646,0.068568432,3.623006634,13.89865765,729.1844649,0.10588983,21.42652154,27481.7903,13379.20092,23.42638728,0.619262277,43.14188765,0.06523742,5.031260662,13.55855507,976.9345353,0.107075869,21.35377237,31669.05137,14438.74459,27.05522914,0.645131915,30.36317041,0.068849183,3.492846172,14.04449072,704.0030744
cologne cathedral,5370563700,0.131687651,19.20881804,10255.89708,7585.805767,10.77035325,0.510785423,375.7578346,0.067764625,58.61550288,9.876190906,8169.677696,0.132629718,19.28779688,14572.91411,9285.112206,16.47221788,0.550254469,158.816979,0.072532681,26.44513172,10.70956849,3188.438651,0.128226229,19.4559307,11580.30386,7960.643752,12.29547389,0.523366732,364.8036156,0.066957385,74.39113421,10.28121295,6757.138755,0.132445919,19.31754204,14489.91148,9259.405409,16.46506082,0.549991775,157.9525413,0.072631157,25.93668272,10.7060709,3226.735625
