angel of the north,4846290218,0.15212446,0.075669574,0.046651477,0.027583802,0.036836344,0.016924571,0.049243098,0.035712158,0.027080296,0.046893357,0.014943309,0.039100877,0.023819619,0.061469835,0.073463762,0.27248346
angel of the north,4846290218,0.15212446,0.075669574,0.046651477,0.027583802,0.036836344,0.016924571,0.049243098,0.035712158,0.027080296,0.046893357,0.014943309,0.039100877,0.023819619,0.061469835,0.073463762,0.27248346
big ben,5055989143,0.148259322,0.075224819,0.046322243,0.025777055,0.037967478,0.015808199,0.050859813,0.034271922,0.026230631,0.047238757,0.014186593,0.039112793,0.023167072,0.062918493,0.074960638,0.277694172
hearst castle,3898404671,0.139947759,0.067870299,0.051815318,0.025080753,0.037753831,0.016180354,0.057319568,0.034493614,0.025328614,0.050189441,0.014857256,0.038992142,0.022588574,0.069033577,0.070181913,0.278366985
la madeleine,4290327794,0.141686541,0.072340508,0.051126511,0.026044565,0.037021893,0.015905706,0.058014302,0.034425667,0.02485306,0.052355193,0.014025398,0.039339736,0.022827922,0.069586557,0.071224191,0.269222248
pont alexandre iii,4425681477,0.150916462,0.063069171,0.061102265,0.023916337,0.045554482,0.016574396,0.063696429,0.033129724,0.027281392,0.057845962,0.015537526,0.046313669,0.022815119,0.07440605,0.064333078,0.233507938
neues museum,2761049886,0.119725595,0.071276907,0.042459208,0.024302426,0.033406939,0.014053106,0.054305747,0.032949066,0.020661556,0.046655233,0.01163075,0.034189144,0.01880879,0.066331456,0.066769582,0.342474496
montezuma castle,5714329354,0.155994711,0.079795085,0.049669409,0.026695135,0.034737042,0.016658834,0.051209814,0.034196797,0.02711743,0.048889213,0.015218668,0.036460658,0.023741791,0.061897237,0.074678677,0.263039497
cn tower,3826423915,0.154255373,0.077837848,0.053446104,0.026882824,0.0356846,0.016634167,0.054823152,0.034937815,0.028113001,0.051637512,0.015280899,0.037706824,0.024211127,0.066583952,0.077374667,0.244590136
acropolis athens,5473571794,0.155453222,0.082204902,0.048268468,0.026694444,0.035932221,0.016500415,0.049914275,0.034350776,0.026600224,0.048962902,0.014818848,0.038076508,0.023050792,0.061382144,0.07662279,0.261167067
agra fort,4392920377,0.162205755,0.081298533,0.047427641,0.028664438,0.031682304,0.017586843,0.046880667,0.036328997,0.030063713,0.046018905,0.016100372,0.034220781,0.025496374,0.058219244,0.079592396,0.258213037
albert memorial,4866000778,0.143335021,0.076259286,0.048395129,0.025135742,0.03641844,0.01498312,0.053255665,0.033608441,0.024475919,0.04919912,0.013370797,0.038146715,0.021863902,0.064977281,0.073638951,0.282936471
altes museum,5008351877,0.131127979,0.075053572,0.046008911,0.025359203,0.037832555,0.014567091,0.055637155,0.032588932,0.020841799,0.051937313,0.012125949,0.038857118,0.01999413,0.067303702,0.06665793,0.30410666
amiens cathedral,5437354072,0.15331805,0.073113744,0.056907109,0.026081166,0.035836894,0.016946765,0.057796211,0.034979614,0.028141746,0.055299999,0.015946553,0.037763322,0.023806674,0.07017984,0.068922739,0.244959575
angkor wat,4073972013,0.136747635,0.074218835,0.045782994,0.024720044,0.038211305,0.014443563,0.054368362,0.032287902,0.021623385,0.048284173,0.012210257,0.039418885,0.020411009,0.066229144,0.072337493,0.298705014
ara pacis,4096302373,0.147941666,0.086051756,0.044405468,0.026888295,0.031853296,0.015529685,0.048142199,0.034966507,0.025593514,0.045976796,0.013766163,0.034068923,0.023034156,0.059445312,0.079335019,0.283001246
arc de triomphe,3860640634,0.141348677,0.067685245,0.056031887,0.025168606,0.038968168,0.016564255,0.060407877,0.035388488,0.02708733,0.053902471,0.0151489,0.039879597,0.022942583,0.073009293,0.069285127,0.257181496
aztec ruins,6334323936,0.146735415,0.074921704,0.051396146,0.024189173,0.040685613,0.015510431,0.05776579,0.032719946,0.024880126,0.050425092,0.014216048,0.041098659,0.022168526,0.067130979,0.07336088,0.262795473
berlin cathedral,5359660879,0.149884303,0.08237191,0.042147877,0.027697373,0.03118285,0.016648823,0.044490478,0.036048111,0.02735723,0.042637776,0.014932322,0.03315144,0.023931276,0.056411931,0.080391324,0.290714974
bok tower gardens,4455028107,0.150453745,0.061991931,0.05891786,0.024665421,0.04448841,0.016931847,0.06284157,0.033345917,0.026906462,0.056229269,0.015886589,0.045655707,0.023586442,0.073419223,0.063024791,0.241654816
brandenburg gate,4213763167,0.165025562,0.082271737,0.049137338,0.028480185,0.033153262,0.017473396,0.048316321,0.03568037,0.029280939,0.04890807,0.016207471,0.03577494,0.025282581,0.06003215,0.076449565,0.248526111
