angel of the north,4846290218,0.012624173,0.007602621,0.003871779,0.00280454,0.003295212,0.00156455,0.004842583,0.003762554,0.002463929,0.00488454,0.001295231,0.003653531,0.002411271,0.007009574,0.007838991,0.037404215,0.01304659,0.007452636,0.004042878,0.002835934,0.00329152,0.001547715,0.005039778,0.00384536,0.002423385,0.004527357,0.001316854,0.003589209,0.002351121,0.006575199,0.007956318,0.037487437,0.012597817,0.006911395,0.004204201,0.002887362,0.003202933,0.001486273,0.005367564,0.003972248,0.002281553,0.004221671,0.001301126,0.003478803,0.002237462,0.006313568,0.007862488,0.039002826,0.016785612,0.008351622,0.005333504,0.002941007,0.004162512,0.001920188,0.005108825,0.003780512,0.002986854,0.005218097,0.001675175,0.004411996,0.002583637,0.007065119,0.00740697,0.027597661,0.017811861,0.008316283,0.005620673,0.002895182,0.00476898,0.001872609,0.005676058,0.003619986,0.002980528,0.005389693,0.001677672,0.004877119,0.002575084,0.006804419,0.007735643,0.024707503,0.01701942,0.00828462,0.005234931,0.003020969,0.004247405,0.001812372,0.005834859,0.003874734,0.002929185,0.005342585,0.001604169,0.004467257,0.00254429,0.006482796,0.007764775,0.026864926,0.018916666,0.008710855,0.00570648,0.003047235,0.004013428,0.002121853,0.004898075,0.003856742,0.003361022,0.005098668,0.001896487,0.004300916,0.002739447,0.006739108,0.007924863,0.023997444,0.019271076,0.008671622,0.005662192,0.003026141,0.004370915,0.002083001,0.00525263,0.003792361,0.003383739,0.005311645,0.001898145,0.004577353,0.002760735,0.006368554,0.008151525,0.022747658,0.01882595,0.008688809,0.005368364,0.003173973,0.004215353,0.001968525,0.005508606,0.004011386,0.003374097,0.005296252,0.001791902,0.004432546,0.002816433,0.006034167,0.00828151,0.023541421
angel of the north,4846290218,0.012624173,0.007602621,0.003871779,0.00280454,0.003295212,0.00156455,0.004842583,0.003762554,0.002463929,0.00488454,0.001295231,0.003653531,0.002411271,0.007009574,0.007838991,0.037404215,0.01304659,0.007452636,0.004042878,0.002835934,0.00329152,0.001547715,0.005039778,0.00384536,0.002423385,0.004527357,0.001316854,0.003589209,0.002351121,0.006575199,0.007956318,0.037487437,0.012597817,0.006911395,0.004204201,0.002887362,0.003202933,0.001486273,0.005367564,0.003972248,0.002281553,0.004221671,0.001301126,0.003478803,0.002237462,0.006313568,0.007862488,0.039002826,0.016785612,0.008351622,0.005333504,0.002941007,0.004162512,0.001920188,0.005108825,0.003780512,0.002986854,0.005218097,0.001675175,0.004411996,0.002583637,0.007065119,0.00740697,0.027597661,0.017811861,0.008316283,0.005620673,0.002895182,0.00476898,0.001872609,0.005676058,0.003619986,0.002980528,0.005389693,0.001677672,0.004877119,0.002575084,0.006804419,0.007735643,0.024707503,0.01701942,0.00828462,0.005234931,0.003020969,0.004247405,0.001812372,0.005834859,0.003874734,0.002929185,0.005342585,0.001604169,0.004467257,0.00254429,0.006482796,0.007764775,0.026864926,0.018916666,0.008710855,0.00570648,0.003047235,0.004013428,0.002121853,0.004898075,0.003856742,0.003361022,0.005098668,0.001896487,0.004300916,0.002739447,0.006739108,0.007924863,0.023997444,0.019271076,0.008671622,0.005662192,0.003026141,0.004370915,0.002083001,0.00525263,0.003792361,0.003383739,0.005311645,0.001898145,0.004577353,0.002760735,0.006368554,0.008151525,0.022747658,0.01882595,0.008688809,0.005368364,0.003173973,0.004215353,0.001968525,0.005508606,0.004011386,0.003374097,0.005296252,0.001791902,0.004432546,0.002816433,0.006034167,0.00828151,0.023541421
big ben,5055989143,0.012553589,0.007118621,0.004022237,0.002548814,0.003595391,0.001513614,0.004817625,0.003534722,0.002511231,0.005033453,0.001245533,0.003781982,0.002351974,0.007620545,0.007086209,0.038040425,0.013115572,0.007287875,0.004107015,0.002708963,0.003391738,0.001501497,0.004944304,0.003766845,0.002507277,0.004556664,0.001269894,0.00357908,0.002300876,0.006773154,0.007507418,0.038057794,0.012967403,0.00664737,0.004506799,0.002761707,0.003479807,0.001456959,0.005704426,0.003916129,0.002364092,0.004520469,0.001280627,0.003617492,0.002204161,0.006502896,0.007509089,0.037936536,0.0164881,0.00824687,0.005494198,0.002659139,0.004522047,0.001788183,0.005508194,0.00348412,0.002881081,0.005337401,0.001612429,0.004564243,0.002522506,0.007477115,0.007884735,0.026905602,0.017332321,0.008512434,0.005390481,0.002707099,0.004621134,0.001766716,0.005717372,0.003588724,0.002963646,0.005217905,0.001644113,0.004618802,0.002556098,0.006769809,0.008228293,0.025741017,0.016632612,0.007993707,0.005250061,0.002786393,0.00449007,0.001688422,0.006140025,0.003746536,0.002868476,0.005403273,0.001565716,0.004533413,0.002505976,0.006521907,0.008073475,0.027175901,0.018114931,0.008856171,0.005617374,0.002846604,0.00409569,0.001943599,0.005065703,0.003595106,0.003065895,0.005138076,0.001749688,0.004298654,0.00264631,0.00708885,0.008257974,0.024995342,0.018170323,0.009066166,0.005260712,0.002876181,0.004215343,0.00187167,0.005336744,0.003666659,0.003107687,0.005090236,0.001727494,0.004393416,0.002641354,0.006239017,0.008846998,0.024865964,0.017863672,0.008911535,0.005077084,0.003012833,0.004257129,0.001767,0.005840472,0.003845203,0.003107525,0.00532073,0.001633425,0.004395218,0.00266895,0.005822681,0.009010167,0.024842341
hearst castle,3898404671,0.012066019,0.006316768,0.004614644,0.002600981,0.003637684,0.001534253,0.00577463,0.003628012,0.002305022,0.005157772,0.001306436,0.003836003,0.002331044,0.008239669,0.007070926,0.036932559,0.013458436,0.006437657,0.005101748,0.002666095,0.003967528,0.001713886,0.0058236,0.003861873,0.002624188,0.005011825,0.001566391,0.004123502,0.002359356,0.007443241,0.007276061,0.033917034,0.012150307,0.006029039,0.004846327,0.0026656,0.003632294,0.001502704,0.006737722,0.003788471,0.002292276,0.004807032,0.001356898,0.003764005,0.002276111,0.00701861,0.007556506,0.036928519,0.014389697,0.006842969,0.005830183,0.002652312,0.004018328,0.001732598,0.00611238,0.003688174,0.002659429,0.005534716,0.001580542,0.004152473,0.002422632,0.008294132,0.007151388,0.030290467,0.016625702,0.007040175,0.006744031,0.002640468,0.004746529,0.001943902,0.006441184,0.003771377,0.003172547,0.005905505,0.001871692,0.004761994,0.002508849,0.007689585,0.007077688,0.024411192,0.014280681,0.006943355,0.005458221,0.002763831,0.004054821,0.001617933,0.006824436,0.003795066,0.002611932,0.005544773,0.00149703,0.004149707,0.002401179,0.007150438,0.007326753,0.030932264,0.017223624,0.008428007,0.006222028,0.002712299,0.003975382,0.001941198,0.005522222,0.003570489,0.00287992,0.005267954,0.001778944,0.00415922,0.002473808,0.00761912,0.007784814,0.025793393,0.018125142,0.008933785,0.005944581,0.002702637,0.00431928,0.001885056,0.005871873,0.003524479,0.002979684,0.00545403,0.001782076,0.004436014,0.002502113,0.006777995,0.008392226,0.02372145,0.016874972,0.008525917,0.005294617,0.0028371,0.004122917,0.00178146,0.006223834,0.003746026,0.002978492,0.00577799,0.001639599,0.004304299,0.002569787,0.006485399,0.008169629,0.026020382
la madeleine,4290327794,0.013043018,0.006842697,0.004809867,0.002638919,0.003881824,0.001651689,0.005845552,0.003713909,0.002616128,0.005328994,0.001437613,0.004114959,0.002488795,0.007677075,0.007088915,0.034127462,0.014734519,0.007879005,0.005045874,0.002721655,0.003703288,0.001625241,0.005885327,0.003641655,0.002602998,0.005210472,0.001480264,0.003927026,0.002461636,0.007161178,0.00827975,0.03094753,0.01336062,0.006539047,0.005213643,0.002768712,0.003917265,0.001541359,0.006651886,0.003865821,0.002429988,0.005117601,0.001435734,0.004036477,0.002330558,0.007105782,0.007618763,0.033374162,0.015041072,0.007606006,0.00560874,0.00274311,0.004201205,0.001754897,0.006347063,0.003649384,0.002734341,0.005946389,0.001491998,0.004473697,0.002468117,0.007945559,0.007093296,0.028202542,0.016788518,0.008113985,0.006367245,0.00275241,0.004182189,0.001790919,0.006604968,0.003568693,0.002860558,0.006077913,0.001621462,0.004461774,0.002468645,0.007648229,0.00772139,0.024278519,0.015126514,0.007031336,0.005971602,0.002816395,0.004277541,0.001668336,0.006945246,0.00373934,0.002541368,0.005871483,0.001492179,0.004456677,0.002340719,0.007865233,0.007081366,0.028082081,0.015654623,0.008491674,0.005297196,0.002828399,0.003868024,0.001871016,0.005638489,0.003658896,0.002790908,0.005696561,0.001546862,0.004235305,0.002524998,0.00759742,0.00750927,0.028097777,0.017107584,0.009002166,0.005610988,0.002853226,0.003855634,0.001761652,0.005939423,0.003564823,0.002771501,0.005680435,0.001554138,0.004196142,0.002515037,0.007101464,0.008421085,0.025372119,0.015934235,0.008248941,0.005441976,0.003028145,0.00383844,0.001719178,0.006126787,0.003876858,0.002690387,0.00557591,0.001513615,0.004092197,0.002468426,0.007101537,0.007941754,0.027709031
pont alexandre iii,4425681477,0.014295482,0.006199864,0.00658398,0.002454752,0.004547964,0.001730839,0.006410325,0.003469771,0.002716185,0.006310015,0.001581733,0.00465096,0.002330712,0.009250619,0.006411297,0.028414724,0.015589617,0.00680128,0.00607994,0.002673091,0.004462555,0.00175832,0.006243661,0.003805301,0.003072199,0.005709779,0.001694012,0.004556545,0.002513311,0.007533878,0.007187924,0.027677809,0.01424177,0.00599144,0.006277068,0.002523858,0.004652062,0.00161844,0.007719428,0.00372372,0.002757192,0.006233738,0.00153389,0.004685312,0.00229744,0.007545925,0.006864005,0.028693937,0.01598429,0.006388522,0.007288518,0.002485031,0.005141331,0.001884863,0.0065172,0.003418621,0.002907039,0.006497728,0.00173769,0.005229456,0.002395844,0.009389122,0.00622173,0.023872239,0.017403852,0.006720856,0.006893283,0.002566173,0.005489587,0.001883085,0.006815066,0.003591184,0.003176515,0.00629992,0.001816495,0.005507091,0.002561834,0.007929016,0.00667311,0.022032155,0.016206926,0.006022569,0.006768189,0.002572568,0.005320627,0.001737965,0.008095219,0.003651929,0.002985151,0.006741412,0.001633771,0.005348967,0.002431101,0.007535561,0.006357492,0.023949778,0.017046568,0.007549582,0.006845345,0.002552981,0.004620086,0.001904152,0.005995511,0.003358403,0.002856365,0.005833056,0.00175004,0.004780267,0.00246711,0.00851605,0.00717689,0.024106818,0.017941905,0.007844336,0.006236192,0.002620541,0.004877972,0.00182433,0.006302393,0.003457987,0.00300071,0.005857246,0.001719623,0.005022417,0.002560982,0.007312617,0.007664481,0.023115492,0.017044014,0.007392145,0.006058774,0.002662113,0.004868197,0.001686505,0.007390442,0.00355821,0.0029157,0.006427322,0.001562243,0.004953851,0.002499819,0.006918606,0.007570301,0.02385098
neues museum,2761049886,0.009971971,0.006852975,0.003634761,0.002342948,0.003010166,0.001271069,0.005396516,0.003288245,0.001817087,0.004983902,0.000964063,0.003203401,0.001863364,0.007681161,0.006949067,0.044120796,0.011090118,0.006411006,0.004605527,0.00243374,0.003666183,0.001364202,0.006460297,0.003425288,0.001885958,0.005000485,0.001064121,0.003680201,0.001843044,0.007387341,0.006752211,0.040281768,0.010746685,0.006417362,0.00436929,0.002588714,0.002924501,0.001268302,0.005990473,0.003591945,0.001786736,0.004282034,0.001051255,0.003062093,0.00179564,0.006585405,0.007252113,0.043638942,0.01233165,0.008245866,0.004348423,0.002532112,0.003280069,0.001468553,0.005307289,0.003387972,0.0021342,0.005235173,0.001186117,0.003436566,0.00201187,0.007657652,0.007461695,0.037326284,0.013681348,0.006580546,0.005551037,0.002426276,0.005078308,0.00163263,0.007293877,0.003484788,0.002365839,0.005624211,0.001405027,0.004742965,0.002071211,0.008224735,0.00660841,0.030580286,0.012688199,0.007804344,0.004442903,0.002717187,0.003256717,0.001435963,0.005726692,0.003658434,0.002195927,0.004768125,0.001209602,0.003439554,0.00202744,0.006602687,0.007594675,0.037783042,0.014742722,0.009331707,0.004526572,0.002749959,0.003226502,0.001758825,0.004767153,0.003570226,0.002559438,0.005019312,0.001455246,0.003499883,0.002145131,0.007012797,0.007207104,0.033778916,0.015413266,0.008183949,0.005098639,0.002697655,0.0044999,0.001751876,0.006202776,0.003593423,0.002598776,0.005320863,0.001509577,0.004399617,0.002199177,0.007011286,0.007082605,0.029788106,0.015013248,0.008934865,0.004418224,0.002990878,0.003343171,0.001648364,0.005245856,0.003856388,0.002647099,0.00483354,0.001412557,0.003598425,0.002238866,0.005937038,0.007597454,0.033635518
montezuma castle,5714329354,0.013467942,0.007919625,0.004588898,0.002668867,0.003411193,0.001607471,0.005289734,0.003533769,0.00260697,0.005628959,0.001384462,0.003679586,0.002443975,0.007558396,0.007236161,0.034047017,0.014193857,0.007758478,0.004921652,0.002736348,0.003392746,0.001624503,0.005414861,0.003614483,0.002565877,0.005029633,0.001456879,0.003613158,0.00229578,0.00668598,0.00752347,0.034245318,0.013834071,0.007182271,0.005349487,0.002846016,0.003317229,0.001542357,0.006040924,0.003759866,0.00237338,0.004696192,0.001418045,0.003468372,0.002203296,0.006498806,0.007501996,0.035040713,0.017172244,0.008750095,0.005453019,0.002756918,0.004001891,0.001868283,0.005461442,0.003525535,0.002981589,0.005604665,0.001659165,0.004190477,0.002610129,0.007253463,0.007687551,0.026096556,0.018041399,0.008461102,0.005774632,0.002788452,0.004416933,0.001882723,0.005744501,0.003596653,0.003033256,0.005480849,0.001773291,0.00447371,0.002600233,0.006706687,0.007838239,0.024460364,0.017321661,0.008188459,0.005787896,0.002875755,0.004099818,0.001800658,0.00613733,0.003701179,0.002916146,0.005379569,0.001693113,0.004221329,0.002548237,0.00662164,0.007858499,0.025921734,0.018699335,0.009403605,0.005402408,0.0029499,0.003538816,0.001996645,0.004772754,0.003643586,0.003208399,0.005089677,0.001796782,0.003805229,0.002709026,0.006564718,0.008328244,0.025163899,0.019056716,0.009670204,0.005352029,0.003005579,0.003644054,0.001933967,0.005008483,0.003727843,0.003243318,0.005005079,0.00179632,0.003880536,0.002711777,0.006061319,0.008862696,0.024113105,0.01840618,0.009430201,0.005210016,0.003086242,0.003655634,0.0018107,0.005452536,0.003860073,0.003232352,0.00519514,0.001701081,0.003833594,0.002773093,0.005751712,0.00906409,0.024610378
cn tower,3826423915,0.014591705,0.008694492,0.004878822,0.00278933,0.003468696,0.001641915,0.005485138,0.003753137,0.003047757,0.005584237,0.001454458,0.003768307,0.002669435,0.007451699,0.00863908,0.02932737,0.015864618,0.008993359,0.005061211,0.002927052,0.003365207,0.001660341,0.005274983,0.00387029,0.002985819,0.00492386,0.001562538,0.003658639,0.002585999,0.006609842,0.008911842,0.028989977,0.0159299,0.007668276,0.005649428,0.002907398,0.003581131,0.001660515,0.005986239,0.004006951,0.002954587,0.004791528,0.001652681,0.003744913,0.002554893,0.006607295,0.008664166,0.028885676,0.016655064,0.007841957,0.006358824,0.002772545,0.004162885,0.001887513,0.006040074,0.003649845,0.003073873,0.005953825,0.001714567,0.004348485,0.002609823,0.008128386,0.007472579,0.024575333,0.017413448,0.008309392,0.006227366,0.002806046,0.004272613,0.001884636,0.006138593,0.003625117,0.003047669,0.005780548,0.001717708,0.004454018,0.002532913,0.007312275,0.007941179,0.023782055,0.017043647,0.007768953,0.006244517,0.002892632,0.004261194,0.001789925,0.006639171,0.003761991,0.003035246,0.005918015,0.001691332,0.004381704,0.002582736,0.007239872,0.007934452,0.024060191,0.016988424,0.008527959,0.005901042,0.00285148,0.00369887,0.001899843,0.005468328,0.003559457,0.002947137,0.005747139,0.00166171,0.003956804,0.00256546,0.007607488,0.007726653,0.026137781,0.017333379,0.008614055,0.005705741,0.0029221,0.003865148,0.001909872,0.005685762,0.003705769,0.003073701,0.005477336,0.001729307,0.004097096,0.002636189,0.006802026,0.008465082,0.025223016,0.017066685,0.00868188,0.005543987,0.003086977,0.003760078,0.001753428,0.006139737,0.003835946,0.003022005,0.005622779,0.001590546,0.003983156,0.002658528,0.00647647,0.008884702,0.025138673
acropolis athens,5473571794,0.014077104,0.008796688,0.004402506,0.002825285,0.003285643,0.00158249,0.004899687,0.003741219,0.002561559,0.004996288,0.001368868,0.003578576,0.002368085,0.007014779,0.007922213,0.033886306,0.015719617,0.009526557,0.004554681,0.002867923,0.003194913,0.001578486,0.004948961,0.003663074,0.002650503,0.004774257,0.001402756,0.003483967,0.002358377,0.006284182,0.008698948,0.031600095,0.014586825,0.008450543,0.004679464,0.00293062,0.003408035,0.00158763,0.005421155,0.003834044,0.002515006,0.004858999,0.001412599,0.003643983,0.002290032,0.006457966,0.008313939,0.032916457,0.017177199,0.008408585,0.005535199,0.002903238,0.003993864,0.001933658,0.005138162,0.003773557,0.0030283,0.005371142,0.001734792,0.004265686,0.002584719,0.007109283,0.007591089,0.026758824,0.018328126,0.008928582,0.00573053,0.002897306,0.004159133,0.001869226,0.005489661,0.003711139,0.003206866,0.005485147,0.001731526,0.00434396,0.002609508,0.006594946,0.00822924,0.023992401,0.016799214,0.008443057,0.005260063,0.002928612,0.004232167,0.001805797,0.005803311,0.003824573,0.002987,0.005641797,0.00163717,0.004419706,0.002520672,0.006426395,0.008133934,0.026443827,0.017804128,0.008774325,0.005819229,0.002785808,0.004056512,0.00197035,0.005224172,0.003535674,0.002893878,0.005171395,0.00177789,0.004270335,0.002487837,0.00687014,0.008132371,0.025733254,0.01793832,0.008899659,0.005548835,0.002757719,0.004137428,0.001834079,0.005508054,0.003486545,0.002901395,0.005286803,0.001673994,0.004322469,0.002505226,0.006395882,0.008486763,0.025624126,0.017641809,0.009099813,0.005058344,0.002892998,0.004205369,0.001790668,0.005692798,0.003628502,0.002966916,0.005691158,0.001590744,0.004436202,0.002543462,0.006172385,0.008477308,0.025418819
